,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
1254,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,341B,2023-12-07-11-54-47,341,2023-12-07 11:54:47
1255,,172.30.64.1,<=,2.78Kb,2.78Kb,2.78Kb,712B,2023-12-07-11-54-47,712,2023-12-07 11:54:47
1256,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-54-47,0,2023-12-07 11:54:47
1257,,172.30.64.1,<=,908b,908b,908b,227B,2023-12-07-11-54-47,227,2023-12-07 11:54:47
1258,1,172.30.74.51,=>,181Kb,181Kb,181Kb,45.1KB,2023-12-07-11-53-05,45100,2023-12-07 11:53:05
1259,,136.231.7.16,<=,22.4Mb,22.4Mb,22.4Mb,5.61MB,2023-12-07-11-53-05,5610000,2023-12-07 11:53:05
1260,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-53-05,241,2023-12-07 11:53:05
1261,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-11-53-05,284,2023-12-07 11:53:05
1262,1,172.30.74.51,=>,185Kb,185Kb,185Kb,46.3KB,2023-12-07-11-56-35,46300,2023-12-07 11:56:35
1263,,136.231.7.16,<=,24.2Mb,24.2Mb,24.2Mb,6.06MB,2023-12-07-11-56-35,6060000,2023-12-07 11:56:35
1264,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-56-35,241,2023-12-07 11:56:35
1265,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-56-35,693,2023-12-07 11:56:35
1266,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-56-35,0,2023-12-07 11:56:35
1267,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-56-35,154,2023-12-07 11:56:35
1268,1,172.30.74.51,=>,10.4Kb,10.4Kb,10.4Kb,2.59KB,2023-12-07-11-48-02,2590,2023-12-07 11:48:02
1269,,136.231.7.16,<=,1.16Mb,1.16Mb,1.16Mb,296KB,2023-12-07-11-48-02,296000,2023-12-07 11:48:02
1270,2,172.30.74.51,=>,792b,792b,792b,198B,2023-12-07-11-48-02,198,2023-12-07 11:48:02
1271,,172.30.64.1,<=,568b,568b,568b,142B,2023-12-07-11-48-02,142,2023-12-07 11:48:02
1272,1,172.30.74.51,=>,184Kb,184Kb,184Kb,46.1KB,2023-12-07-12-01-11,46100,2023-12-07 12:01:11
1273,,136.231.7.16,<=,21.4Mb,21.4Mb,21.4Mb,5.36MB,2023-12-07-12-01-11,5360000,2023-12-07 12:01:11
1274,2,172.30.74.51,=>,968b,968b,968b,242B,2023-12-07-12-01-11,242,2023-12-07 12:01:11
1275,,172.30.64.1,<=,3.34Kb,3.34Kb,3.34Kb,854B,2023-12-07-12-01-11,854,2023-12-07 12:01:11
1276,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-01-11,0,2023-12-07 12:01:11
1277,,172.30.64.1,<=,620b,620b,620b,155B,2023-12-07-12-01-11,155,2023-12-07 12:01:11
1278,1,172.30.74.51,=>,343Kb,343Kb,343Kb,85.8KB,2023-12-07-11-59-19,85800,2023-12-07 11:59:19
1279,,136.231.7.16,<=,47.3Mb,47.3Mb,47.3Mb,11.8MB,2023-12-07-11-59-19,11800000,2023-12-07 11:59:19
1280,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-11-59-19,410,2023-12-07 11:59:19
1281,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-11-59-19,977,2023-12-07 11:59:19
1282,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-59-19,0,2023-12-07 11:59:19
1283,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-11-59-19,308,2023-12-07 11:59:19
1284,1,172.30.74.51,=>,90.2Kb,90.2Kb,90.2Kb,22.5KB,2023-12-07-11-58-12,22500,2023-12-07 11:58:12
1285,,136.231.7.16,<=,9.36Mb,9.36Mb,9.36Mb,2.34MB,2023-12-07-11-58-12,2340000,2023-12-07 11:58:12
1286,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-58-12,99,2023-12-07 11:58:12
1287,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-58-12,693,2023-12-07 11:58:12
1288,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-58-12,0,2023-12-07 11:58:12
1289,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-58-12,77,2023-12-07 11:58:12
1290,1,172.30.74.51,=>,59.0Kb,59.0Kb,59.0Kb,14.8KB,2023-12-07-12-06-29,14800,2023-12-07 12:06:29
1291,,136.231.7.16,<=,4.16Mb,4.16Mb,4.16Mb,1.04MB,2023-12-07-12-06-29,1040000,2023-12-07 12:06:29
1292,2,172.30.74.51,=>,1.79Kb,1.79Kb,1.79Kb,459B,2023-12-07-12-06-29,459,2023-12-07 12:06:29
1293,,172.30.64.1,<=,3.44Kb,3.44Kb,3.44Kb,880B,2023-12-07-12-06-29,880,2023-12-07 12:06:29
1294,1,172.30.74.51,=>,92.2Kb,92.2Kb,92.2Kb,23.1KB,2023-12-07-11-55-32,23100,2023-12-07 11:55:32
1295,,136.231.7.16,<=,9.12Mb,9.12Mb,9.12Mb,2.28MB,2023-12-07-11-55-32,2280000,2023-12-07 11:55:32
1296,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-55-32,99,2023-12-07 11:55:32
1297,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-55-32,551,2023-12-07 11:55:32
1298,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-55-32,0,2023-12-07 11:55:32
1299,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-55-32,77,2023-12-07 11:55:32
1300,1,172.30.74.51,=>,9.85Kb,9.85Kb,9.85Kb,2.46KB,2023-12-07-12-06-43,2460,2023-12-07 12:06:43
1301,,136.231.7.16,<=,7.85Kb,7.85Kb,7.85Kb,1.96KB,2023-12-07-12-06-43,1960,2023-12-07 12:06:43
1302,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-06-43,99,2023-12-07 12:06:43
1303,,l03236.mshome.net,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-06-43,568,2023-12-07 12:06:43
1304,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-06-43,0,2023-12-07 12:06:43
1305,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-06-43,77,2023-12-07 12:06:43
1306,1,172.30.74.51,=>,192Kb,192Kb,192Kb,48.1KB,2023-12-07-11-57-57,48100,2023-12-07 11:57:57
1307,,136.231.7.16,<=,22.9Mb,22.9Mb,22.9Mb,5.74MB,2023-12-07-11-57-57,5740000,2023-12-07 11:57:57
1308,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-57-57,241,2023-12-07 11:57:57
1309,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-57-57,693,2023-12-07 11:57:57
1310,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-57-57,0,2023-12-07 11:57:57
1311,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-57-57,154,2023-12-07 11:57:57
1312,1,172.30.74.51,=>,77.5Kb,77.5Kb,77.5Kb,19.4KB,2023-12-07-11-57-04,19400,2023-12-07 11:57:04
1313,,136.231.7.16,<=,7.98Mb,7.98Mb,7.98Mb,1.99MB,2023-12-07-11-57-04,1990000,2023-12-07 11:57:04
1314,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-57-04,99,2023-12-07 11:57:04
1315,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-57-04,693,2023-12-07 11:57:04
1316,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-57-04,0,2023-12-07 11:57:04
1317,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-57-04,77,2023-12-07 11:57:04
1318,1,172.30.74.51,=>,286Kb,286Kb,286Kb,71.5KB,2023-12-07-12-02-24,71500,2023-12-07 12:02:24
1319,,136.231.7.16,<=,33.9Mb,33.9Mb,33.9Mb,8.47MB,2023-12-07-12-02-24,8470000,2023-12-07 12:02:24
1320,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-02-24,241,2023-12-07 12:02:24
1321,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-12-02-24,835,2023-12-07 12:02:24
1322,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-02-24,0,2023-12-07 12:02:24
1323,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-02-24,154,2023-12-07 12:02:24
1324,1,172.30.74.51,=>,104Kb,104Kb,104Kb,26.0KB,2023-12-07-12-04-18,26000,2023-12-07 12:04:18
1325,,136.231.7.16,<=,8.59Mb,8.59Mb,8.59Mb,2.15MB,2023-12-07-12-04-18,2150000,2023-12-07 12:04:18
1326,2,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-04-18,0,2023-12-07 12:04:18
1327,,172.30.64.1,<=,272b,272b,272b,68B,2023-12-07-12-04-18,68,2023-12-07 12:04:18
1328,1,172.30.74.51,=>,93.4Kb,93.4Kb,93.4Kb,23.4KB,2023-12-07-11-54-28,23400,2023-12-07 11:54:28
1329,,136.231.7.16,<=,10.1Mb,10.1Mb,10.1Mb,2.53MB,2023-12-07-11-54-28,2530000,2023-12-07 11:54:28
1330,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-11-54-28,0,2023-12-07 11:54:28
1331,,172.30.64.1,<=,1.60Kb,1.60Kb,1.60Kb,409B,2023-12-07-11-54-28,409,2023-12-07 11:54:28
1332,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-54-28,0,2023-12-07 11:54:28
1333,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-54-28,77,2023-12-07 11:54:28
1334,1,172.30.74.51,=>,91.4Kb,91.4Kb,91.4Kb,22.9KB,2023-12-07-11-49-59,22900,2023-12-07 11:49:59
1335,,136.231.7.16,<=,10.8Mb,10.8Mb,10.8Mb,2.71MB,2023-12-07-11-49-59,2710000,2023-12-07 11:49:59
1336,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-49-59,99,2023-12-07 11:49:59
1337,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-11-49-59,568,2023-12-07 11:49:59
1338,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-49-59,0,2023-12-07 11:49:59
1339,,172.30.64.1,<=,620b,620b,620b,155B,2023-12-07-11-49-59,155,2023-12-07 11:49:59
1340,1,172.30.74.51,=>,32.4Kb,32.4Kb,32.4Kb,8.11KB,2023-12-07-12-03-28,8109,2023-12-07 12:03:28
1341,,136.231.7.16,<=,4.98Mb,4.98Mb,4.98Mb,1.25MB,2023-12-07-12-03-28,1250000,2023-12-07 12:03:28
1342,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-03-28,99,2023-12-07 12:03:28
1343,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-03-28,426,2023-12-07 12:03:28
1344,1,172.30.74.51,=>,96.1Kb,96.1Kb,96.1Kb,24.0KB,2023-12-07-12-02-49,24000,2023-12-07 12:02:49
1345,,136.231.7.16,<=,10.7Mb,10.7Mb,10.7Mb,2.67MB,2023-12-07-12-02-49,2670000,2023-12-07 12:02:49
1346,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-02-49,99,2023-12-07 12:02:49
1347,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-02-49,693,2023-12-07 12:02:49
1348,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-02-49,0,2023-12-07 12:02:49
1349,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-02-49,77,2023-12-07 12:02:49
1350,1,172.30.74.51,=>,183Kb,183Kb,183Kb,45.7KB,2023-12-07-11-50-27,45700,2023-12-07 11:50:27
1351,,136.231.7.16,<=,23.1Mb,23.1Mb,23.1Mb,5.76MB,2023-12-07-11-50-27,5760000,2023-12-07 11:50:27
1352,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-11-50-27,340,2023-12-07 11:50:27
1353,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-11-50-27,835,2023-12-07 11:50:27
1354,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-50-27,0,2023-12-07 11:50:27
1355,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-50-27,154,2023-12-07 11:50:27
1356,1,172.30.74.51,=>,176Kb,176Kb,176Kb,43.9KB,2023-12-07-11-59-36,43900,2023-12-07 11:59:36
1357,,136.231.7.16,<=,19.6Mb,19.6Mb,19.6Mb,4.90MB,2023-12-07-11-59-36,4900000,2023-12-07 11:59:36
1358,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-11-59-36,340,2023-12-07 11:59:36
1359,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-11-59-36,568,2023-12-07 11:59:36
1360,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-59-36,0,2023-12-07 11:59:36
1361,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-59-36,77,2023-12-07 11:59:36
1362,1,172.30.74.51,=>,88.4Kb,88.4Kb,88.4Kb,22.1KB,2023-12-07-11-49-45,22100,2023-12-07 11:49:45
1363,,136.231.7.16,<=,13.6Mb,13.6Mb,13.6Mb,3.41MB,2023-12-07-11-49-45,3410000,2023-12-07 11:49:45
1364,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-11-49-45,0,2023-12-07 11:49:45
1365,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-49-45,551,2023-12-07 11:49:45
1366,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-49-45,0,2023-12-07 11:49:45
1367,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-49-45,77,2023-12-07 11:49:45
1368,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-49-04,99,2023-12-07 11:49:04
1369,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-11-49-04,284,2023-12-07 11:49:04
1370,2,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-11-49-04,0,2023-12-07 11:49:04
1371,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-12-07-11-49-04,72,2023-12-07 11:49:04
1372,1,172.30.74.51,=>,92.1Kb,92.1Kb,92.1Kb,23.0KB,2023-12-07-11-58-29,23000,2023-12-07 11:58:29
1373,,136.231.7.16,<=,11.7Mb,11.7Mb,11.7Mb,2.92MB,2023-12-07-11-58-29,2920000,2023-12-07 11:58:29
1374,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-11-58-29,0,2023-12-07 11:58:29
1375,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-11-58-29,284,2023-12-07 11:58:29
1376,1,172.30.74.51,=>,180Kb,180Kb,180Kb,45.1KB,2023-12-07-12-02-20,45100,2023-12-07 12:02:20
1377,,136.231.7.16,<=,23.8Mb,23.8Mb,23.8Mb,5.95MB,2023-12-07-12-02-20,5950000,2023-12-07 12:02:20
1378,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-02-20,241,2023-12-07 12:02:20
1379,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-02-20,693,2023-12-07 12:02:20
1380,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-02-20,0,2023-12-07 12:02:20
1381,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-02-20,154,2023-12-07 12:02:20
1382,1,172.30.74.51,=>,189Kb,189Kb,189Kb,47.1KB,2023-12-07-11-57-52,47100,2023-12-07 11:57:52
1383,,136.231.7.16,<=,20.8Mb,20.8Mb,20.8Mb,5.20MB,2023-12-07-11-57-52,5200000,2023-12-07 11:57:52
1384,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-11-57-52,340,2023-12-07 11:57:52
1385,,172.30.64.1,<=,4.48Kb,4.48Kb,4.48Kb,1.12KB,2023-12-07-11-57-52,1120,2023-12-07 11:57:52
1386,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-57-52,0,2023-12-07 11:57:52
1387,,172.30.64.1,<=,1.23Kb,1.23Kb,1.23Kb,314B,2023-12-07-11-57-52,314,2023-12-07 11:57:52
1388,1,172.30.74.51,=>,191Kb,191Kb,191Kb,47.7KB,2023-12-07-11-56-49,47700,2023-12-07 11:56:49
1389,,136.231.7.16,<=,28.8Mb,28.8Mb,28.8Mb,7.20MB,2023-12-07-11-56-49,7200000,2023-12-07 11:56:49
1390,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-11-56-49,295,2023-12-07 11:56:49
1391,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-11-56-49,835,2023-12-07 11:56:49
1392,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-56-49,0,2023-12-07 11:56:49
1393,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-56-49,154,2023-12-07 11:56:49
1394,1,172.30.74.51,=>,192Kb,192Kb,192Kb,47.9KB,2023-12-07-11-52-19,47900,2023-12-07 11:52:19
1395,,136.231.7.16,<=,24.2Mb,24.2Mb,24.2Mb,6.05MB,2023-12-07-11-52-19,6050000,2023-12-07 11:52:19
1396,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-11-52-19,295,2023-12-07 11:52:19
1397,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-52-19,551,2023-12-07 11:52:19
1398,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-52-19,0,2023-12-07 11:52:19
1399,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-52-19,77,2023-12-07 11:52:19
1400,1,172.30.74.51,=>,191Kb,191Kb,191Kb,47.6KB,2023-12-07-11-57-38,47600,2023-12-07 11:57:38
1401,,136.231.7.16,<=,22.6Mb,22.6Mb,22.6Mb,5.66MB,2023-12-07-11-57-38,5660000,2023-12-07 11:57:38
1402,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-57-38,241,2023-12-07 11:57:38
1403,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-11-57-38,284,2023-12-07 11:57:38
1404,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-57-38,0,2023-12-07 11:57:38
1405,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-57-38,77,2023-12-07 11:57:38
1406,1,172.30.74.51,=>,186Kb,186Kb,186Kb,46.6KB,2023-12-07-11-54-10,46600,2023-12-07 11:54:10
1407,,136.231.7.16,<=,24.2Mb,24.2Mb,24.2Mb,6.05MB,2023-12-07-11-54-10,6050000,2023-12-07 11:54:10
1408,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-54-10,241,2023-12-07 11:54:10
1409,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-54-10,551,2023-12-07 11:54:10
1410,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-54-10,0,2023-12-07 11:54:10
1411,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-54-10,154,2023-12-07 11:54:10
1412,1,172.30.74.51,=>,86.8Kb,86.8Kb,86.8Kb,21.7KB,2023-12-07-12-02-07,21700,2023-12-07 12:02:07
1413,,136.231.7.16,<=,10.9Mb,10.9Mb,10.9Mb,2.73MB,2023-12-07-12-02-07,2730000,2023-12-07 12:02:07
1414,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-02-07,0,2023-12-07 12:02:07
1415,,172.30.64.1,<=,568b,568b,568b,142B,2023-12-07-12-02-07,142,2023-12-07 12:02:07
1416,1,172.30.74.51,=>,88.3Kb,88.3Kb,88.3Kb,22.1KB,2023-12-07-11-56-56,22100,2023-12-07 11:56:56
1417,,136.231.7.16,<=,9.55Mb,9.55Mb,9.55Mb,2.39MB,2023-12-07-11-56-56,2390000,2023-12-07 11:56:56
1418,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-56-56,99,2023-12-07 11:56:56
1419,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-56-56,693,2023-12-07 11:56:56
1420,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-56-56,0,2023-12-07 11:56:56
1421,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-56-56,77,2023-12-07 11:56:56
1422,1,172.30.74.51,=>,181Kb,181Kb,181Kb,45.2KB,2023-12-07-11-50-01,45200,2023-12-07 11:50:01
1423,,136.231.7.16,<=,23.7Mb,23.7Mb,23.7Mb,5.92MB,2023-12-07-11-50-01,5920000,2023-12-07 11:50:01
1424,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-50-01,241,2023-12-07 11:50:01
1425,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-11-50-01,568,2023-12-07 11:50:01
1426,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-50-01,0,2023-12-07 11:50:01
1427,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-50-01,77,2023-12-07 11:50:01
1428,1,172.30.74.51,=>,187Kb,187Kb,187Kb,46.7KB,2023-12-07-11-57-08,46700,2023-12-07 11:57:08
1429,,136.231.7.16,<=,21.5Mb,21.5Mb,21.5Mb,5.38MB,2023-12-07-11-57-08,5380000,2023-12-07 11:57:08
1430,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-57-08,241,2023-12-07 11:57:08
1431,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-57-08,551,2023-12-07 11:57:08
1432,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-57-08,0,2023-12-07 11:57:08
1433,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-57-08,154,2023-12-07 11:57:08
1434,1,172.30.74.51,=>,94.2Kb,94.2Kb,94.2Kb,23.6KB,2023-12-07-11-55-28,23600,2023-12-07 11:55:28
1435,,136.231.7.16,<=,10.4Mb,10.4Mb,10.4Mb,2.61MB,2023-12-07-11-55-28,2610000,2023-12-07 11:55:28
1436,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-55-28,99,2023-12-07 11:55:28
1437,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-55-28,551,2023-12-07 11:55:28
1438,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-55-28,0,2023-12-07 11:55:28
1439,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-55-28,77,2023-12-07 11:55:28
1440,1,172.30.74.51,=>,374Kb,374Kb,374Kb,93.4KB,2023-12-07-11-51-54,93400,2023-12-07 11:51:54
1441,,136.231.7.16,<=,47.4Mb,47.4Mb,47.4Mb,11.8MB,2023-12-07-11-51-54,11800000,2023-12-07 11:51:54
1442,2,172.30.74.51,=>,1.81Kb,1.81Kb,1.81Kb,464B,2023-12-07-11-51-54,464,2023-12-07 11:51:54
1443,,172.30.64.1,<=,4.93Kb,4.93Kb,4.93Kb,1.23KB,2023-12-07-11-51-54,1230,2023-12-07 11:51:54
1444,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-51-54,0,2023-12-07 11:51:54
1445,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-11-51-54,308,2023-12-07 11:51:54
1446,1,172.30.74.51,=>,180Kb,180Kb,180Kb,44.9KB,2023-12-07-11-51-02,44900,2023-12-07 11:51:02
1447,,136.231.7.16,<=,21.1Mb,21.1Mb,21.1Mb,5.27MB,2023-12-07-11-51-02,5270000,2023-12-07 11:51:02
1448,2,172.30.74.51,=>,976b,976b,976b,244B,2023-12-07-11-51-02,244,2023-12-07 11:51:02
1449,,172.30.64.1,<=,2.73Kb,2.73Kb,2.73Kb,699B,2023-12-07-11-51-02,699,2023-12-07 11:51:02
1450,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-51-02,0,2023-12-07 11:51:02
1451,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-51-02,154,2023-12-07 11:51:02
1452,1,172.30.74.51,=>,271Kb,271Kb,271Kb,67.7KB,2023-12-07-11-54-03,67700,2023-12-07 11:54:03
1453,,136.231.7.16,<=,33.6Mb,33.6Mb,33.6Mb,8.40MB,2023-12-07-11-54-03,8400000,2023-12-07 11:54:03
1454,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-11-54-03,410,2023-12-07 11:54:03
1455,,l03236.mshome.net,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-11-54-03,835,2023-12-07 11:54:03
1456,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-11-54-03,0,2023-12-07 11:54:03
1457,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-11-54-03,308,2023-12-07 11:54:03
1458,1,172.30.74.51,=>,188Kb,188Kb,188Kb,46.9KB,2023-12-07-11-59-54,46900,2023-12-07 11:59:54
1459,,136.231.7.16,<=,22.4Mb,22.4Mb,22.4Mb,5.59MB,2023-12-07-11-59-54,5590000,2023-12-07 11:59:54
1460,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-59-54,241,2023-12-07 11:59:54
1461,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-11-59-54,568,2023-12-07 11:59:54
1462,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-59-54,0,2023-12-07 11:59:54
1463,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-59-54,154,2023-12-07 11:59:54
1464,1,172.30.74.51,=>,45.9Kb,45.9Kb,45.9Kb,11.5KB,2023-12-07-11-53-23,11500,2023-12-07 11:53:23
1465,,136.231.7.16,<=,8.18Mb,8.18Mb,8.18Mb,2.04MB,2023-12-07-11-53-23,2040000,2023-12-07 11:53:23
1466,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-53-23,99,2023-12-07 11:53:23
1467,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-11-53-23,426,2023-12-07 11:53:23
1468,1,172.30.74.51,=>,283Kb,283Kb,283Kb,70.7KB,2023-12-07-11-54-17,70700,2023-12-07 11:54:17
1469,,136.231.7.16,<=,34.5Mb,34.5Mb,34.5Mb,8.63MB,2023-12-07-11-54-17,8630000,2023-12-07 11:54:17
1470,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-11-54-17,340,2023-12-07 11:54:17
1471,,172.30.64.1,<=,4.37Kb,4.37Kb,4.37Kb,1.09KB,2023-12-07-11-54-17,1090,2023-12-07 11:54:17
1472,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-54-17,0,2023-12-07 11:54:17
