,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
1985,,52.219.171.131,<=,9.19Mb,9.19Mb,9.19Mb,2.30MB,2023-11-24-16-19-03,2300000,2023-11-24 16:19:03
1986,1,172.30.74.51,=>,80.3Kb,80.3Kb,80.3Kb,20.1KB,2023-11-24-16-18-15,20100,2023-11-24 16:18:15
1987,,3.5.136.11,<=,10.7Mb,10.7Mb,10.7Mb,2.66MB,2023-11-24-16-18-15,2660000,2023-11-24 16:18:15
1988,2,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-16-18-15,102,2023-11-24 16:18:15
1989,,172.30.64.1,<=,592b,592b,592b,148B,2023-11-24-16-18-15,148,2023-11-24 16:18:15
1990,1,172.30.74.51,=>,132Kb,132Kb,132Kb,33.0KB,2023-11-24-16-14-30,33000,2023-11-24 16:14:30
1991,,s3-r-w.eu-central-1.amazonaws.com,<=,26.1Mb,26.1Mb,26.1Mb,6.53MB,2023-11-24-16-14-30,6530000,2023-11-24 16:14:30
1992,2,172.30.74.51,=>,568b,568b,568b,142B,2023-11-24-16-14-30,142,2023-11-24 16:14:30
1993,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-16-14-30,142,2023-11-24 16:14:30
1994,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-30,0,2023-11-24 16:14:30
1995,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-14-30,154,2023-11-24 16:14:30
1996,1,172.30.74.51,=>,55.2Kb,55.2Kb,55.2Kb,13.8KB,2023-11-24-16-15-13,13800,2023-11-24 16:15:13
1997,,s3-r-w.eu-central-1.amazonaws.com,<=,11.2Mb,11.2Mb,11.2Mb,2.81MB,2023-11-24-16-15-13,2810000,2023-11-24 16:15:13
1998,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-15-13,99,2023-11-24 16:15:13
1999,,172.30.64.1,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-16-15-13,286,2023-11-24 16:15:13
2000,1,172.30.74.51,=>,92.4Kb,92.4Kb,92.4Kb,23.1KB,2023-11-24-16-19-27,23100,2023-11-24 16:19:27
2001,,s3-w.eu-central-1.amazonaws.com,<=,9.37Mb,9.37Mb,9.37Mb,2.34MB,2023-11-24-16-19-27,2340000,2023-11-24 16:19:27
2002,2,172.30.74.51,=>,1.54Kb,1.54Kb,1.54Kb,393B,2023-11-24-16-19-27,393,2023-11-24 16:19:27
2003,,l03236.mshome.net,<=,4.02Kb,4.02Kb,4.02Kb,1.01KB,2023-11-24-16-19-27,1010,2023-11-24 16:19:27
2004,3,172.30.74.51,=>,1.25Kb,1.25Kb,1.25Kb,320B,2023-11-24-16-19-27,320,2023-11-24 16:19:27
2005,,s3-w.eu-central-1.amazonaws.com,<=,1.25Kb,1.25Kb,1.25Kb,320B,2023-11-24-16-19-27,320,2023-11-24 16:19:27
2006,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-19-27,0,2023-11-24 16:19:27
2007,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-19-27,308,2023-11-24 16:19:27
2008,1,172.30.74.51,=>,54.3Kb,54.3Kb,54.3Kb,13.6KB,2023-11-24-16-06-46,13600,2023-11-24 16:06:46
2009,,52.219.169.254,<=,11.9Mb,11.9Mb,11.9Mb,2.97MB,2023-11-24-16-06-46,2970000,2023-11-24 16:06:46
2010,2,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-16-06-46,102,2023-11-24 16:06:46
2011,,172.30.64.1,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-16-06-46,290,2023-11-24 16:06:46
2012,1,172.30.74.51,=>,150Kb,150Kb,150Kb,37.5KB,2023-11-24-16-10-04,37500,2023-11-24 16:10:04
2013,,s3-r-w.eu-central-1.amazonaws.com,<=,24.5Mb,24.5Mb,24.5Mb,6.12MB,2023-11-24-16-10-04,6120000,2023-11-24 16:10:04
2014,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,337B,2023-11-24-16-10-04,337,2023-11-24 16:10:04
2015,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-10-04,284,2023-11-24 16:10:04
2016,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-10-04,0,2023-11-24 16:10:04
2017,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-10-04,77,2023-11-24 16:10:04
2018,1,172.30.74.51,=>,63.1Kb,63.1Kb,63.1Kb,15.8KB,2023-11-24-16-14-15,15800,2023-11-24 16:14:15
2019,,s3-r-w.eu-central-1.amazonaws.com,<=,12.5Mb,12.5Mb,12.5Mb,3.13MB,2023-11-24-16-14-15,3130000,2023-11-24 16:14:15
2020,2,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-16-14-15,0,2023-11-24 16:14:15
2021,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-14-15,284,2023-11-24 16:14:15
2022,1,172.30.74.51,=>,102Kb,102Kb,102Kb,25.6KB,2023-11-24-16-13-09,25600,2023-11-24 16:13:09
2023,,52.219.72.73,<=,20.6Mb,20.6Mb,20.6Mb,5.15MB,2023-11-24-16-13-09,5150000,2023-11-24 16:13:09
2024,2,172.30.74.51,=>,968b,968b,968b,242B,2023-11-24-16-13-09,242,2023-11-24 16:13:09
2025,,172.30.64.1,<=,1.67Kb,1.67Kb,1.67Kb,428B,2023-11-24-16-13-09,428,2023-11-24 16:13:09
2026,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-13-09,0,2023-11-24 16:13:09
2027,,172.30.64.1,<=,308b,308b,308b,77B,2023-11-24-16-13-09,77,2023-11-24 16:13:09
2028,1,172.30.74.51,=>,60.0Kb,60.0Kb,60.0Kb,15.0KB,2023-11-24-16-10-50,15000,2023-11-24 16:10:50
2029,,s3-r-w.eu-central-1.amazonaws.com,<=,10.9Mb,10.9Mb,10.9Mb,2.73MB,2023-11-24-16-10-50,2730000,2023-11-24 16:10:50
2030,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-10-50,99,2023-11-24 16:10:50
2031,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-16-10-50,426,2023-11-24 16:10:50
2032,1,172.30.74.51,=>,66.3Kb,66.3Kb,66.3Kb,16.6KB,2023-11-24-16-19-01,16600,2023-11-24 16:19:01
2033,,s3-w.eu-central-1.amazonaws.com,<=,9.34Mb,9.34Mb,9.34Mb,2.34MB,2023-11-24-16-19-01,2340000,2023-11-24 16:19:01
2034,1,172.30.74.51,=>,189Kb,189Kb,189Kb,47.2KB,2023-11-24-16-16-33,47200,2023-11-24 16:16:33
2035,,s3-r-w.eu-central-1.amazonaws.com,<=,40.0Mb,40.0Mb,40.0Mb,10.0MB,2023-11-24-16-16-33,10000000,2023-11-24 16:16:33
2036,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-16-33,480,2023-11-24 16:16:33
2037,,l03236.mshome.net,<=,3.77Kb,3.77Kb,3.77Kb,966B,2023-11-24-16-16-33,966,2023-11-24 16:16:33
2038,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-16-33,0,2023-11-24 16:16:33
2039,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-16-33,308,2023-11-24 16:16:33
2040,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-16-33,0,2023-11-24 16:16:33
2041,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-16-16-33,72,2023-11-24 16:16:33
2042,1,172.30.74.51,=>,112Kb,112Kb,112Kb,28.1KB,2023-11-24-16-14-10,28100,2023-11-24 16:14:10
2043,,s3-r-w.eu-central-1.amazonaws.com,<=,21.9Mb,21.9Mb,21.9Mb,5.47MB,2023-11-24-16-14-10,5470000,2023-11-24 16:14:10
2044,2,172.30.74.51,=>,568b,568b,568b,142B,2023-11-24-16-14-10,142,2023-11-24 16:14:10
2045,,l03236.mshome.net,<=,1.61Kb,1.61Kb,1.61Kb,413B,2023-11-24-16-14-10,413,2023-11-24 16:14:10
2046,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-10,0,2023-11-24 16:14:10
2047,,l03236.mshome.net,<=,620b,620b,620b,155B,2023-11-24-16-14-10,155,2023-11-24 16:14:10
2048,1,172.30.74.51,=>,81.1Kb,81.1Kb,81.1Kb,20.3KB,2023-11-24-16-11-33,20300,2023-11-24 16:11:33
2049,,s3-r-w.eu-central-1.amazonaws.com,<=,10.5Mb,10.5Mb,10.5Mb,2.62MB,2023-11-24-16-11-33,2620000,2023-11-24 16:11:33
2050,2,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-16-11-33,0,2023-11-24 16:11:33
2051,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-11-33,284,2023-11-24 16:11:33
2052,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-11-33,0,2023-11-24 16:11:33
2053,,172.30.64.1,<=,292b,292b,292b,73B,2023-11-24-16-11-33,73,2023-11-24 16:11:33
2054,1,172.30.74.51,=>,110Kb,110Kb,110Kb,27.5KB,2023-11-24-16-18-58,27500,2023-11-24 16:18:58
2055,,s3-r-w.eu-central-1.amazonaws.com,<=,13.8Mb,13.8Mb,13.8Mb,3.44MB,2023-11-24-16-18-58,3440000,2023-11-24 16:18:58
2056,2,172.30.74.51,=>,2.28Kb,2.28Kb,2.28Kb,584B,2023-11-24-16-18-58,584,2023-11-24 16:18:58
2057,,l03236.mshome.net,<=,4.57Kb,4.57Kb,4.57Kb,1.14KB,2023-11-24-16-18-58,1140,2023-11-24 16:18:58
2058,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-18-58,0,2023-11-24 16:18:58
2059,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-18-58,154,2023-11-24 16:18:58
2060,1,172.30.74.51,=>,62.5Kb,62.5Kb,62.5Kb,15.6KB,2023-11-24-16-13-28,15600,2023-11-24 16:13:28
2061,,52.219.72.73,<=,10.5Mb,10.5Mb,10.5Mb,2.62MB,2023-11-24-16-13-28,2620000,2023-11-24 16:13:28
2062,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-13-28,99,2023-11-24 16:13:28
2063,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-13-28,142,2023-11-24 16:13:28
2064,1,172.30.74.51,=>,60.1Kb,60.1Kb,60.1Kb,15.0KB,2023-11-24-16-19-33,15000,2023-11-24 16:19:33
2065,,s3-w.eu-central-1.amazonaws.com,<=,789Kb,789Kb,789Kb,197KB,2023-11-24-16-19-33,197000,2023-11-24 16:19:33
2066,2,172.30.74.51,=>,800b,800b,800b,200B,2023-11-24-16-19-33,200,2023-11-24 16:19:33
2067,,s3-w.eu-central-1.amazonaws.com,<=,800b,800b,800b,200B,2023-11-24-16-19-33,200,2023-11-24 16:19:33
2068,3,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-19-33,99,2023-11-24 16:19:33
2069,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-16-19-33,142,2023-11-24 16:19:33
2070,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-19-33,0,2023-11-24 16:19:33
2071,,l03236.mshome.net,<=,292b,292b,292b,73B,2023-11-24-16-19-33,73,2023-11-24 16:19:33
2072,1,172.30.74.51,=>,125Kb,125Kb,125Kb,31.3KB,2023-11-24-16-12-54,31300,2023-11-24 16:12:54
2073,,s3-r-w.eu-central-1.amazonaws.com,<=,25.3Mb,25.3Mb,25.3Mb,6.32MB,2023-11-24-16-12-54,6320000,2023-11-24 16:12:54
2074,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-16-12-54,241,2023-11-24 16:12:54
2075,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-12-54,284,2023-11-24 16:12:54
2076,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-54,0,2023-11-24 16:12:54
2077,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-12-54,154,2023-11-24 16:12:54
2078,1,172.30.74.51,=>,89.8Kb,89.8Kb,89.8Kb,22.5KB,2023-11-24-16-20-03,22500,2023-11-24 16:20:03
2079,,s3-w.eu-central-1.amazonaws.com,<=,12.0Mb,12.0Mb,12.0Mb,3.00MB,2023-11-24-16-20-03,3000000,2023-11-24 16:20:03
2080,2,172.30.74.51,=>,996b,996b,996b,249B,2023-11-24-16-20-03,249,2023-11-24 16:20:03
2081,,l03236.mshome.net,<=,2.90Kb,2.90Kb,2.90Kb,743B,2023-11-24-16-20-03,743,2023-11-24 16:20:03
2082,3,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-16-20-03,80,2023-11-24 16:20:03
2083,,s3-w.eu-central-1.amazonaws.com,<=,444b,444b,444b,111B,2023-11-24-16-20-03,111,2023-11-24 16:20:03
2084,1,172.30.74.51,=>,171Kb,171Kb,171Kb,42.8KB,2023-11-24-16-09-25,42800,2023-11-24 16:09:25
2085,,s3-r-w.eu-central-1.amazonaws.com,<=,30.3Mb,30.3Mb,30.3Mb,7.57MB,2023-11-24-16-09-25,7570000,2023-11-24 16:09:25
2086,2,172.30.74.51,=>,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-09-25,308,2023-11-24 16:09:25
2087,,l03236.mshome.net,<=,1.64Kb,1.64Kb,1.64Kb,421B,2023-11-24-16-09-25,421,2023-11-24 16:09:25
2088,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-09-25,0,2023-11-24 16:09:25
2089,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-09-25,77,2023-11-24 16:09:25
2090,1,172.30.74.51,=>,328Kb,328Kb,328Kb,82.0KB,2023-11-24-16-19-10,82000,2023-11-24 16:19:10
2091,,s3-w.eu-central-1.amazonaws.com,<=,13.8Mb,13.8Mb,13.8Mb,3.45MB,2023-11-24-16-19-10,3450000,2023-11-24 16:19:10
2092,2,172.30.74.51,=>,58.4Kb,58.4Kb,58.4Kb,14.6KB,2023-11-24-16-19-10,14600,2023-11-24 16:19:10
2093,,s3-w.eu-central-1.amazonaws.com,<=,528Kb,528Kb,528Kb,132KB,2023-11-24-16-19-10,132000,2023-11-24 16:19:10
2094,3,172.30.74.51,=>,1.54Kb,1.54Kb,1.54Kb,393B,2023-11-24-16-19-10,393,2023-11-24 16:19:10
2095,,l03236.mshome.net,<=,2.89Kb,2.89Kb,2.89Kb,741B,2023-11-24-16-19-10,741,2023-11-24 16:19:10
2096,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-19-10,0,2023-11-24 16:19:10
2097,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-19-10,77,2023-11-24 16:19:10
2098,1,172.30.74.51,=>,132Kb,132Kb,132Kb,33.1KB,2023-11-24-16-13-55,33100,2023-11-24 16:13:55
2099,,52.219.72.73,<=,23.6Mb,23.6Mb,23.6Mb,5.89MB,2023-11-24-16-13-55,5890000,2023-11-24 16:13:55
2100,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-16-13-55,340,2023-11-24 16:13:55
2101,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-13-55,142,2023-11-24 16:13:55
2102,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-13-55,0,2023-11-24 16:13:55
2103,,172.30.64.1,<=,616b,616b,616b,154B,2023-11-24-16-13-55,154,2023-11-24 16:13:55
2104,1,172.30.74.51,=>,137Kb,137Kb,137Kb,34.1KB,2023-11-24-16-21-09,34100,2023-11-24 16:21:09
2105,,s3-w.eu-central-1.amazonaws.com,<=,21.3Mb,21.3Mb,21.3Mb,5.32MB,2023-11-24-16-21-09,5320000,2023-11-24 16:21:09
2106,2,172.30.74.51,=>,12.2Kb,12.2Kb,12.2Kb,3.05KB,2023-11-24-16-21-09,3050,2023-11-24 16:21:09
2107,,s3-w.eu-central-1.amazonaws.com,<=,1.81Mb,1.81Mb,1.81Mb,462KB,2023-11-24-16-21-09,462000,2023-11-24 16:21:09
2108,3,172.30.74.51,=>,1.92Kb,1.92Kb,1.92Kb,492B,2023-11-24-16-21-09,492,2023-11-24 16:21:09
2109,,l03236.mshome.net,<=,3.45Kb,3.45Kb,3.45Kb,883B,2023-11-24-16-21-09,883,2023-11-24 16:21:09
2110,4,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-16-21-09,80,2023-11-24 16:21:09
2111,,s3-w.eu-central-1.amazonaws.com,<=,568b,568b,568b,142B,2023-11-24-16-21-09,142,2023-11-24 16:21:09
2112,5,172.30.74.51,=>,444b,444b,444b,111B,2023-11-24-16-21-09,111,2023-11-24 16:21:09
2113,,s3-w.eu-central-1.amazonaws.com,<=,320b,320b,320b,80B,2023-11-24-16-21-09,80,2023-11-24 16:21:09
2114,6,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-21-09,40,2023-11-24 16:21:09
2115,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-21-09,40,2023-11-24 16:21:09
2116,7,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-21-09,0,2023-11-24 16:21:09
2117,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-21-09,77,2023-11-24 16:21:09
2118,1,172.30.74.51,=>,11.4Kb,11.4Kb,11.4Kb,2.84KB,2023-11-24-16-12-38,2840,2023-11-24 16:12:38
2119,,52.219.171.246,<=,27.3Kb,27.3Kb,27.3Kb,6.83KB,2023-11-24-16-12-38,6830,2023-11-24 16:12:38
2120,2,172.30.74.51,=>,7.07Kb,7.07Kb,7.07Kb,1.77KB,2023-11-24-16-12-38,1770,2023-11-24 16:12:38
2121,,3.5.135.4,<=,0b,0b,0b,0B,2023-11-24-16-12-38,0,2023-11-24 16:12:38
2122,3,172.30.74.51,=>,1.09Kb,1.09Kb,1.09Kb,278B,2023-11-24-16-12-38,278,2023-11-24 16:12:38
2123,,l03236.mshome.net,<=,2.59Kb,2.59Kb,2.59Kb,663B,2023-11-24-16-12-38,663,2023-11-24 16:12:38
2124,4,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-16-12-38,0,2023-11-24 16:12:38
2125,,l03236.mshome.net,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-16-12-38,401,2023-11-24 16:12:38
2126,5,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-12-38,0,2023-11-24 16:12:38
2127,,l03236.mshome.net,<=,640b,640b,640b,160B,2023-11-24-16-12-38,160,2023-11-24 16:12:38
2128,1,172.30.74.51,=>,127Kb,127Kb,127Kb,31.8KB,2023-11-24-16-13-22,31800,2023-11-24 16:13:22
2129,,s3-r-w.eu-central-1.amazonaws.com,<=,23.2Mb,23.2Mb,23.2Mb,5.81MB,2023-11-24-16-13-22,5810000,2023-11-24 16:13:22
2130,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-16-13-22,241,2023-11-24 16:13:22
2131,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-16-13-22,142,2023-11-24 16:13:22
2132,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-13-22,0,2023-11-24 16:13:22
2133,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-13-22,77,2023-11-24 16:13:22
2134,1,172.30.74.51,=>,600b,600b,600b,150B,2023-11-24-16-07-16,150,2023-11-24 16:07:16
2135,,l03236.mshome.net,<=,1.04Kb,1.04Kb,1.04Kb,266B,2023-11-24-16-07-16,266,2023-11-24 16:07:16
2136,2,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-07-16,40,2023-11-24 16:07:16
2137,,s3-w.eu-central-1.amazonaws.com,<=,284b,284b,284b,71B,2023-11-24-16-07-16,71,2023-11-24 16:07:16
2138,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-07-16,0,2023-11-24 16:07:16
2139,,l03236.mshome.net,<=,312b,312b,312b,78B,2023-11-24-16-07-16,78,2023-11-24 16:07:16
2140,1,172.30.74.51,=>,80.2Kb,80.2Kb,80.2Kb,20.1KB,2023-11-24-16-09-01,20100,2023-11-24 16:09:01
2141,,3.5.135.4,<=,14.7Mb,14.7Mb,14.7Mb,3.67MB,2023-11-24-16-09-01,3670000,2023-11-24 16:09:01
2142,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-09-01,99,2023-11-24 16:09:01
2143,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-09-01,142,2023-11-24 16:09:01
2144,1,172.30.74.51,=>,161Kb,161Kb,161Kb,40.3KB,2023-11-24-16-08-07,40300,2023-11-24 16:08:07
2145,,s3-r-w.eu-central-1.amazonaws.com,<=,27.6Mb,27.6Mb,27.6Mb,6.91MB,2023-11-24-16-08-07,6910000,2023-11-24 16:08:07
2146,2,172.30.74.51,=>,556b,556b,556b,139B,2023-11-24-16-08-07,139,2023-11-24 16:08:07
2147,,l03236.mshome.net,<=,0b,0b,0b,0B,2023-11-24-16-08-07,0,2023-11-24 16:08:07
2148,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-08-07,0,2023-11-24 16:08:07
2149,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-08-07,77,2023-11-24 16:08:07
2150,1,172.30.74.51,=>,150Kb,150Kb,150Kb,37.5KB,2023-11-24-16-10-36,37500,2023-11-24 16:10:36
2151,,s3-r-w.eu-central-1.amazonaws.com,<=,23.1Mb,23.1Mb,23.1Mb,5.77MB,2023-11-24-16-10-36,5770000,2023-11-24 16:10:36
2152,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,337B,2023-11-24-16-10-36,337,2023-11-24 16:10:36
2153,,l03236.mshome.net,<=,2.23Kb,2.23Kb,2.23Kb,570B,2023-11-24-16-10-36,570,2023-11-24 16:10:36
2154,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-10-36,0,2023-11-24 16:10:36
2155,,l03236.mshome.net,<=,932b,932b,932b,233B,2023-11-24-16-10-36,233,2023-11-24 16:10:36
2156,4,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-16-10-36,0,2023-11-24 16:10:36
2157,,l03236.mshome.net,<=,792b,792b,792b,198B,2023-11-24-16-10-36,198,2023-11-24 16:10:36
2158,1,172.30.74.51,=>,123Kb,123Kb,123Kb,30.6KB,2023-11-24-16-14-51,30600,2023-11-24 16:14:51
2159,,s3-r-w.eu-central-1.amazonaws.com,<=,21.3Mb,21.3Mb,21.3Mb,5.32MB,2023-11-24-16-14-51,5320000,2023-11-24 16:14:51
2160,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-16-14-51,311,2023-11-24 16:14:51
2161,,l03236.mshome.net,<=,2.27Kb,2.27Kb,2.27Kb,581B,2023-11-24-16-14-51,581,2023-11-24 16:14:51
2162,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-51,0,2023-11-24 16:14:51
2163,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-14-51,154,2023-11-24 16:14:51
2164,1,172.30.74.51,=>,130Kb,130Kb,130Kb,32.4KB,2023-11-24-16-14-42,32400,2023-11-24 16:14:42
2165,,s3-r-w.eu-central-1.amazonaws.com,<=,29.8Mb,29.8Mb,29.8Mb,7.44MB,2023-11-24-16-14-42,7440000,2023-11-24 16:14:42
2166,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-16-14-42,311,2023-11-24 16:14:42
2167,,l03236.mshome.net,<=,3.29Kb,3.29Kb,3.29Kb,841B,2023-11-24-16-14-42,841,2023-11-24 16:14:42
2168,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-42,0,2023-11-24 16:14:42
2169,,l03236.mshome.net,<=,628b,628b,628b,157B,2023-11-24-16-14-42,157,2023-11-24 16:14:42
2170,4,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-16-14-42,0,2023-11-24 16:14:42
2171,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-14-42,68,2023-11-24 16:14:42
2172,5,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-14-42,0,2023-11-24 16:14:42
2173,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-14-42,68,2023-11-24 16:14:42
2174,1,172.30.74.51,=>,125Kb,125Kb,125Kb,31.3KB,2023-11-24-16-08-39,31300,2023-11-24 16:08:39
2175,,s3-r-w.eu-central-1.amazonaws.com,<=,29.7Mb,29.7Mb,29.7Mb,7.42MB,2023-11-24-16-08-39,7420000,2023-11-24 16:08:39
2176,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,337B,2023-11-24-16-08-39,337,2023-11-24 16:08:39
2177,,l03236.mshome.net,<=,2.73Kb,2.73Kb,2.73Kb,699B,2023-11-24-16-08-39,699,2023-11-24 16:08:39
2178,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-16-08-39,0,2023-11-24 16:08:39
2179,,l03236.mshome.net,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-16-08-39,401,2023-11-24 16:08:39
2180,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-08-39,0,2023-11-24 16:08:39
2181,,l03236.mshome.net,<=,1.23Kb,1.23Kb,1.23Kb,314B,2023-11-24-16-08-39,314,2023-11-24 16:08:39
2182,1,172.30.74.51,=>,159Kb,159Kb,159Kb,39.7KB,2023-11-24-16-12-03,39700,2023-11-24 16:12:03
2183,,s3-r-w.eu-central-1.amazonaws.com,<=,26.0Mb,26.0Mb,26.0Mb,6.49MB,2023-11-24-16-12-03,6490000,2023-11-24 16:12:03
2184,2,172.30.74.51,=>,556b,556b,556b,139B,2023-11-24-16-12-03,139,2023-11-24 16:12:03
2185,,l03236.mshome.net,<=,548b,548b,548b,137B,2023-11-24-16-12-03,137,2023-11-24 16:12:03
2186,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-03,0,2023-11-24 16:12:03
2187,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-12-03,77,2023-11-24 16:12:03
2188,1,172.30.74.51,=>,66.1Kb,66.1Kb,66.1Kb,16.5KB,2023-11-24-16-15-30,16500,2023-11-24 16:15:30
2189,,52.219.72.73,<=,14.8Mb,14.8Mb,14.8Mb,3.70MB,2023-11-24-16-15-30,3700000,2023-11-24 16:15:30
2190,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-16-15-30,198,2023-11-24 16:15:30
2191,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-15-30,142,2023-11-24 16:15:30
2192,1,172.30.74.51,=>,80.9Kb,80.9Kb,80.9Kb,20.2KB,2023-11-24-16-18-47,20200,2023-11-24 16:18:47
2193,,s3-r-w.eu-central-1.amazonaws.com,<=,14.3Mb,14.3Mb,14.3Mb,3.58MB,2023-11-24-16-18-47,3580000,2023-11-24 16:18:47
2194,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-18-47,99,2023-11-24 16:18:47
2195,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-11-24-16-18-47,693,2023-11-24 16:18:47
2196,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-18-47,0,2023-11-24 16:18:47
