,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
2178,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-57-08,0,2023-12-07 12:57:08
2179,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-57-08,284,2023-12-07 12:57:08
2180,1,172.30.74.51,=>,70.3Kb,70.3Kb,70.3Kb,17.6KB,2023-12-07-12-55-24,17600,2023-12-07 12:55:24
2181,,136.231.7.16,<=,8.65Mb,8.65Mb,8.65Mb,2.16MB,2023-12-07-12-55-24,2160000,2023-12-07 12:55:24
2182,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-55-24,219,2023-12-07 12:55:24
2183,,172.30.64.1,<=,3.18Kb,3.18Kb,3.18Kb,814B,2023-12-07-12-55-24,814,2023-12-07 12:55:24
2184,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-55-24,0,2023-12-07 12:55:24
2185,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-55-24,77,2023-12-07 12:55:24
2186,1,172.30.74.51,=>,178Kb,178Kb,178Kb,44.6KB,2023-12-07-12-45-17,44600,2023-12-07 12:45:17
2187,,136.231.7.16,<=,21.4Mb,21.4Mb,21.4Mb,5.34MB,2023-12-07-12-45-17,5340000,2023-12-07 12:45:17
2188,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,341B,2023-12-07-12-45-17,341,2023-12-07 12:45:17
2189,,172.30.64.1,<=,2.78Kb,2.78Kb,2.78Kb,712B,2023-12-07-12-45-17,712,2023-12-07 12:45:17
2190,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-17,0,2023-12-07 12:45:17
2191,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-45-17,308,2023-12-07 12:45:17
2192,1,172.30.74.51,=>,106Kb,106Kb,106Kb,26.4KB,2023-12-07-12-56-46,26400,2023-12-07 12:56:46
2193,,136.231.7.16,<=,11.1Mb,11.1Mb,11.1Mb,2.78MB,2023-12-07-12-56-46,2780000,2023-12-07 12:56:46
2194,2,172.30.74.51,=>,2.07Kb,2.07Kb,2.07Kb,531B,2023-12-07-12-56-46,531,2023-12-07 12:56:46
2195,,l03236.mshome.net,<=,2.79Kb,2.79Kb,2.79Kb,714B,2023-12-07-12-56-46,714,2023-12-07 12:56:46
2196,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-56-46,0,2023-12-07 12:56:46
2197,,l03236.mshome.net,<=,924b,924b,924b,231B,2023-12-07-12-56-46,231,2023-12-07 12:56:46
2198,1,172.30.74.51,=>,177Kb,177Kb,177Kb,44.3KB,2023-12-07-12-48-36,44300,2023-12-07 12:48:36
2199,,136.231.7.16,<=,22.0Mb,22.0Mb,22.0Mb,5.50MB,2023-12-07-12-48-36,5500000,2023-12-07 12:48:36
2200,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-48-36,241,2023-12-07 12:48:36
2201,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-48-36,693,2023-12-07 12:48:36
2202,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-48-36,0,2023-12-07 12:48:36
2203,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-48-36,154,2023-12-07 12:48:36
2204,1,172.30.74.51,=>,165Kb,165Kb,165Kb,41.2KB,2023-12-07-12-48-24,41200,2023-12-07 12:48:24
2205,,136.231.7.16,<=,22.9Mb,22.9Mb,22.9Mb,5.73MB,2023-12-07-12-48-24,5730000,2023-12-07 12:48:24
2206,2,172.30.74.51,=>,1.14Kb,1.14Kb,1.14Kb,292B,2023-12-07-12-48-24,292,2023-12-07 12:48:24
2207,,172.30.64.1,<=,3.25Kb,3.25Kb,3.25Kb,832B,2023-12-07-12-48-24,832,2023-12-07 12:48:24
2208,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-48-24,0,2023-12-07 12:48:24
2209,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-48-24,154,2023-12-07 12:48:24
2210,1,172.30.74.51,=>,66.0Kb,66.0Kb,66.0Kb,16.5KB,2023-12-07-12-38-49,16500,2023-12-07 12:38:49
2211,,136.231.7.16,<=,6.11Mb,6.11Mb,6.11Mb,1.53MB,2023-12-07-12-38-49,1530000,2023-12-07 12:38:49
2212,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-38-49,99,2023-12-07 12:38:49
2213,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-38-49,693,2023-12-07 12:38:49
2214,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-38-49,0,2023-12-07 12:38:49
2215,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-38-49,77,2023-12-07 12:38:49
2216,1,172.30.74.51,=>,277Kb,277Kb,277Kb,69.4KB,2023-12-07-12-46-01,69400,2023-12-07 12:46:01
2217,,136.231.7.16,<=,35.3Mb,35.3Mb,35.3Mb,8.81MB,2023-12-07-12-46-01,8810000,2023-12-07 12:46:01
2218,2,172.30.74.51,=>,976b,976b,976b,244B,2023-12-07-12-46-01,244,2023-12-07 12:46:01
2219,,172.30.64.1,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-12-07-12-46-01,432,2023-12-07 12:46:01
2220,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-46-01,0,2023-12-07 12:46:01
2221,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-46-01,77,2023-12-07 12:46:01
2222,1,172.30.74.51,=>,276Kb,276Kb,276Kb,68.9KB,2023-12-07-12-53-09,68900,2023-12-07 12:53:09
2223,,136.231.7.16,<=,12.8Mb,12.8Mb,12.8Mb,3.20MB,2023-12-07-12-53-09,3200000,2023-12-07 12:53:09
2224,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-53-09,340,2023-12-07 12:53:09
2225,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-53-09,426,2023-12-07 12:53:09
2226,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-53-09,0,2023-12-07 12:53:09
2227,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-53-09,77,2023-12-07 12:53:09
2228,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.4KB,2023-12-07-12-49-33,45400,2023-12-07 12:49:33
2229,,136.231.7.16,<=,24.2Mb,24.2Mb,24.2Mb,6.04MB,2023-12-07-12-49-33,6040000,2023-12-07 12:49:33
2230,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-49-33,340,2023-12-07 12:49:33
2231,,172.30.64.1,<=,2.77Kb,2.77Kb,2.77Kb,710B,2023-12-07-12-49-33,710,2023-12-07 12:49:33
2232,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-49-33,0,2023-12-07 12:49:33
2233,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-49-33,77,2023-12-07 12:49:33
2234,1,172.30.74.51,=>,189Kb,189Kb,189Kb,47.2KB,2023-12-07-12-50-32,47200,2023-12-07 12:50:32
2235,,136.231.7.16,<=,27.1Mb,27.1Mb,27.1Mb,6.78MB,2023-12-07-12-50-32,6780000,2023-12-07 12:50:32
2236,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-50-32,241,2023-12-07 12:50:32
2237,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-50-32,693,2023-12-07 12:50:32
2238,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-32,0,2023-12-07 12:50:32
2239,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-50-32,154,2023-12-07 12:50:32
2240,1,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-57-40,0,2023-12-07 12:57:40
2241,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-12-07-12-57-40,72,2023-12-07 12:57:40
2242,1,172.30.74.51,=>,173Kb,173Kb,173Kb,43.3KB,2023-12-07-12-45-22,43300,2023-12-07 12:45:22
2243,,136.231.7.16,<=,23.9Mb,23.9Mb,23.9Mb,5.96MB,2023-12-07-12-45-22,5960000,2023-12-07 12:45:22
2244,2,172.30.74.51,=>,968b,968b,968b,242B,2023-12-07-12-45-22,242,2023-12-07 12:45:22
2245,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,695B,2023-12-07-12-45-22,695,2023-12-07 12:45:22
2246,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-22,0,2023-12-07 12:45:22
2247,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-45-22,77,2023-12-07 12:45:22
2248,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-55-31,99,2023-12-07 12:55:31
2249,,172.30.64.1,<=,1.67Kb,1.67Kb,1.67Kb,428B,2023-12-07-12-55-31,428,2023-12-07 12:55:31
2250,2,172.30.74.51,=>,832b,832b,832b,208B,2023-12-07-12-55-31,208,2023-12-07 12:55:31
2251,,136.231.7.16,<=,832b,832b,832b,208B,2023-12-07-12-55-31,208,2023-12-07 12:55:31
2252,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-55-31,0,2023-12-07 12:55:31
2253,,172.30.64.1,<=,312b,312b,312b,78B,2023-12-07-12-55-31,78,2023-12-07 12:55:31
2254,1,172.30.74.51,=>,180Kb,180Kb,180Kb,45.0KB,2023-12-07-12-42-27,45000,2023-12-07 12:42:27
2255,,136.231.7.16,<=,24.2Mb,24.2Mb,24.2Mb,6.05MB,2023-12-07-12-42-27,6050000,2023-12-07 12:42:27
2256,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-42-27,295,2023-12-07 12:42:27
2257,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-12-42-27,835,2023-12-07 12:42:27
2258,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-27,0,2023-12-07 12:42:27
2259,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-42-27,154,2023-12-07 12:42:27
2260,1,172.30.74.51,=>,93.0Kb,93.0Kb,93.0Kb,23.3KB,2023-12-07-12-41-15,23300,2023-12-07 12:41:15
2261,,136.231.7.16,<=,11.9Mb,11.9Mb,11.9Mb,2.98MB,2023-12-07-12-41-15,2980000,2023-12-07 12:41:15
2262,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-41-15,99,2023-12-07 12:41:15
2263,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-41-15,551,2023-12-07 12:41:15
2264,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-15,0,2023-12-07 12:41:15
2265,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-41-15,77,2023-12-07 12:41:15
2266,1,172.30.74.51,=>,12.8Kb,12.8Kb,12.8Kb,3.21KB,2023-12-07-12-58-57,3210,2023-12-07 12:58:57
2267,,136.231.7.16,<=,204Kb,204Kb,204Kb,51.0KB,2023-12-07-12-58-57,51000,2023-12-07 12:58:57
2268,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-58-57,99,2023-12-07 12:58:57
2269,,172.30.64.1,<=,2.07Kb,2.07Kb,2.07Kb,530B,2023-12-07-12-58-57,530,2023-12-07 12:58:57
2270,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-58-57,0,2023-12-07 12:58:57
2271,,172.30.64.1,<=,620b,620b,620b,155B,2023-12-07-12-58-57,155,2023-12-07 12:58:57
2272,1,172.30.74.51,=>,14.9Kb,14.9Kb,14.9Kb,3.71KB,2023-12-07-12-54-25,3710,2023-12-07 12:54:25
2273,,136.231.7.16,<=,0.99Mb,0.99Mb,0.99Mb,253KB,2023-12-07-12-54-25,253000,2023-12-07 12:54:25
2274,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-54-25,99,2023-12-07 12:54:25
2275,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-54-25,284,2023-12-07 12:54:25
2276,1,172.30.74.51,=>,193Kb,193Kb,193Kb,48.3KB,2023-12-07-12-44-31,48300,2023-12-07 12:44:31
2277,,136.231.7.16,<=,24.0Mb,24.0Mb,24.0Mb,6.00MB,2023-12-07-12-44-31,6000000,2023-12-07 12:44:31
2278,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-44-31,295,2023-12-07 12:44:31
2279,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-44-31,551,2023-12-07 12:44:31
2280,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-44-31,0,2023-12-07 12:44:31
2281,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-44-31,154,2023-12-07 12:44:31
2282,1,172.30.74.51,=>,190Kb,190Kb,190Kb,47.5KB,2023-12-07-12-42-35,47500,2023-12-07 12:42:35
2283,,136.231.7.16,<=,24.1Mb,24.1Mb,24.1Mb,6.03MB,2023-12-07-12-42-35,6030000,2023-12-07 12:42:35
2284,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-42-35,340,2023-12-07 12:42:35
2285,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-42-35,568,2023-12-07 12:42:35
2286,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-35,0,2023-12-07 12:42:35
2287,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-42-35,77,2023-12-07 12:42:35
2288,1,172.30.74.51,=>,352Kb,352Kb,352Kb,88.0KB,2023-12-07-12-52-24,88000,2023-12-07 12:52:24
2289,,136.231.7.16,<=,15.2Mb,15.2Mb,15.2Mb,3.81MB,2023-12-07-12-52-24,3810000,2023-12-07 12:52:24
2290,2,172.30.74.51,=>,2.34Kb,2.34Kb,2.34Kb,600B,2023-12-07-12-52-24,600,2023-12-07 12:52:24
2291,,l03236.mshome.net,<=,3.67Kb,3.67Kb,3.67Kb,939B,2023-12-07-12-52-24,939,2023-12-07 12:52:24
2292,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-52-24,0,2023-12-07 12:52:24
2293,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-12-07-12-52-24,154,2023-12-07 12:52:24
2294,1,172.30.74.51,=>,83.9Kb,83.9Kb,83.9Kb,21.0KB,2023-12-07-12-45-10,21000,2023-12-07 12:45:10
2295,,136.231.7.16,<=,11.0Mb,11.0Mb,11.0Mb,2.75MB,2023-12-07-12-45-10,2750000,2023-12-07 12:45:10
2296,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-45-10,99,2023-12-07 12:45:10
2297,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-45-10,693,2023-12-07 12:45:10
2298,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-10,0,2023-12-07 12:45:10
2299,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-45-10,77,2023-12-07 12:45:10
2300,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-45-10,0,2023-12-07 12:45:10
2301,,172.30.64.1,<=,288b,288b,288b,72B,2023-12-07-12-45-10,72,2023-12-07 12:45:10
2302,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-58-52,99,2023-12-07 12:58:52
2303,,l03236.mshome.net,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-12-58-52,690,2023-12-07 12:58:52
2304,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-58-52,0,2023-12-07 12:58:52
2305,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-58-52,77,2023-12-07 12:58:52
2306,1,172.30.74.51,=>,184Kb,184Kb,184Kb,46.0KB,2023-12-07-12-48-10,46000,2023-12-07 12:48:10
2307,,136.231.7.16,<=,24.5Mb,24.5Mb,24.5Mb,6.14MB,2023-12-07-12-48-10,6140000,2023-12-07 12:48:10
2308,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-48-10,295,2023-12-07 12:48:10
2309,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-48-10,551,2023-12-07 12:48:10
2310,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-48-10,0,2023-12-07 12:48:10
2311,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-48-10,154,2023-12-07 12:48:10
2312,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-48-10,0,2023-12-07 12:48:10
2313,,172.30.64.1,<=,288b,288b,288b,72B,2023-12-07-12-48-10,72,2023-12-07 12:48:10
2314,1,172.30.74.51,=>,181Kb,181Kb,181Kb,45.2KB,2023-12-07-12-43-31,45200,2023-12-07 12:43:31
2315,,136.231.7.16,<=,28.8Mb,28.8Mb,28.8Mb,7.20MB,2023-12-07-12-43-31,7200000,2023-12-07 12:43:31
2316,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-43-31,241,2023-12-07 12:43:31
2317,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-43-31,693,2023-12-07 12:43:31
2318,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-43-31,0,2023-12-07 12:43:31
2319,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-43-31,154,2023-12-07 12:43:31
2320,1,172.30.74.51,=>,80.2Kb,80.2Kb,80.2Kb,20.1KB,2023-12-07-12-39-42,20100,2023-12-07 12:39:42
2321,,136.231.7.16,<=,11.0Mb,11.0Mb,11.0Mb,2.74MB,2023-12-07-12-39-42,2740000,2023-12-07 12:39:42
2322,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-39-42,99,2023-12-07 12:39:42
2323,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-39-42,284,2023-12-07 12:39:42
2324,1,172.30.74.51,=>,89.1Kb,89.1Kb,89.1Kb,22.3KB,2023-12-07-12-50-48,22300,2023-12-07 12:50:48
2325,,136.231.7.16,<=,12.4Mb,12.4Mb,12.4Mb,3.10MB,2023-12-07-12-50-48,3100000,2023-12-07 12:50:48
2326,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-50-48,0,2023-12-07 12:50:48
2327,,172.30.64.1,<=,568b,568b,568b,142B,2023-12-07-12-50-48,142,2023-12-07 12:50:48
2328,1,172.30.74.51,=>,97.9Kb,97.9Kb,97.9Kb,24.5KB,2023-12-07-12-59-19,24500,2023-12-07 12:59:19
2329,,136.231.7.16,<=,13.4Mb,13.4Mb,13.4Mb,3.36MB,2023-12-07-12-59-19,3360000,2023-12-07 12:59:19
2330,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-59-19,0,2023-12-07 12:59:19
2331,,172.30.64.1,<=,592b,592b,592b,148B,2023-12-07-12-59-19,148,2023-12-07 12:59:19
2332,1,172.30.74.51,=>,278Kb,278Kb,278Kb,69.6KB,2023-12-07-12-49-03,69600,2023-12-07 12:49:03
2333,,136.231.7.16,<=,38.7Mb,38.7Mb,38.7Mb,9.68MB,2023-12-07-12-49-03,9680000,2023-12-07 12:49:03
2334,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,343B,2023-12-07-12-49-03,343,2023-12-07 12:49:03
2335,,172.30.64.1,<=,2.80Kb,2.80Kb,2.80Kb,716B,2023-12-07-12-49-03,716,2023-12-07 12:49:03
2336,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-49-03,0,2023-12-07 12:49:03
2337,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-49-03,154,2023-12-07 12:49:03
2338,1,172.30.74.51,=>,272Kb,272Kb,272Kb,68.0KB,2023-12-07-12-50-24,68000,2023-12-07 12:50:24
2339,,136.231.7.16,<=,34.9Mb,34.9Mb,34.9Mb,8.71MB,2023-12-07-12-50-24,8710000,2023-12-07 12:50:24
2340,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-50-24,295,2023-12-07 12:50:24
2341,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-12-50-24,835,2023-12-07 12:50:24
2342,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-24,0,2023-12-07 12:50:24
2343,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-50-24,154,2023-12-07 12:50:24
2344,1,172.30.74.51,=>,186Kb,186Kb,186Kb,46.6KB,2023-12-07-12-51-26,46600,2023-12-07 12:51:26
2345,,136.231.7.16,<=,24.5Mb,24.5Mb,24.5Mb,6.12MB,2023-12-07-12-51-26,6120000,2023-12-07 12:51:26
2346,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-51-26,241,2023-12-07 12:51:26
2347,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-51-26,284,2023-12-07 12:51:26
2348,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-51-26,0,2023-12-07 12:51:26
2349,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-51-26,77,2023-12-07 12:51:26
2350,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-58-32,99,2023-12-07 12:58:32
2351,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-58-32,284,2023-12-07 12:58:32
2352,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-53-42,99,2023-12-07 12:53:42
2353,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-53-42,693,2023-12-07 12:53:42
2354,2,172.30.74.51,=>,208b,208b,208b,52B,2023-12-07-12-53-42,52,2023-12-07 12:53:42
2355,,136.231.7.16,<=,160b,160b,160b,40B,2023-12-07-12-53-42,40,2023-12-07 12:53:42
2356,1,172.30.74.51,=>,280Kb,280Kb,280Kb,70.1KB,2023-12-07-12-50-36,70100,2023-12-07 12:50:36
2357,,136.231.7.16,<=,37.0Mb,37.0Mb,37.0Mb,9.25MB,2023-12-07-12-50-36,9250000,2023-12-07 12:50:36
2358,2,172.30.74.51,=>,1.81Kb,1.81Kb,1.81Kb,464B,2023-12-07-12-50-36,464,2023-12-07 12:50:36
2359,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-50-36,977,2023-12-07 12:50:36
2360,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-36,0,2023-12-07 12:50:36
2361,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-50-36,308,2023-12-07 12:50:36
2362,1,172.30.74.51,=>,96.7Kb,96.7Kb,96.7Kb,24.2KB,2023-12-07-12-55-11,24200,2023-12-07 12:55:11
2363,,136.231.7.16,<=,10.0Mb,10.0Mb,10.0Mb,2.50MB,2023-12-07-12-55-11,2500000,2023-12-07 12:55:11
2364,2,172.30.74.51,=>,480b,480b,480b,120B,2023-12-07-12-55-11,120,2023-12-07 12:55:11
2365,,172.30.64.1,<=,1.52Kb,1.52Kb,1.52Kb,388B,2023-12-07-12-55-11,388,2023-12-07 12:55:11
2366,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-59-09,99,2023-12-07 12:59:09
2367,,l03236.mshome.net,<=,1.61Kb,1.61Kb,1.61Kb,412B,2023-12-07-12-59-09,412,2023-12-07 12:59:09
2368,2,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-59-09,0,2023-12-07 12:59:09
2369,,l03236.mshome.net,<=,660b,660b,660b,165B,2023-12-07-12-59-09,165,2023-12-07 12:59:09
2370,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-59-09,0,2023-12-07 12:59:09
2371,,l03236.mshome.net,<=,320b,320b,320b,80B,2023-12-07-12-59-09,80,2023-12-07 12:59:09
2372,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-59-09,0,2023-12-07 12:59:09
2373,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-12-07-12-59-09,72,2023-12-07 12:59:09
2374,1,172.30.74.51,=>,144Kb,144Kb,144Kb,35.9KB,2023-12-07-12-41-34,35900,2023-12-07 12:41:34
2375,,136.231.7.16,<=,22.0Mb,22.0Mb,22.0Mb,5.49MB,2023-12-07-12-41-34,5490000,2023-12-07 12:41:34
2376,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-41-34,340,2023-12-07 12:41:34
2377,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-41-34,977,2023-12-07 12:41:34
2378,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-34,0,2023-12-07 12:41:34
2379,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-41-34,154,2023-12-07 12:41:34
2380,1,172.30.74.51,=>,92.3Kb,92.3Kb,92.3Kb,23.1KB,2023-12-07-12-51-58,23100,2023-12-07 12:51:58
2381,,136.231.7.16,<=,8.69Mb,8.69Mb,8.69Mb,2.17MB,2023-12-07-12-51-58,2170000,2023-12-07 12:51:58
2382,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-51-58,99,2023-12-07 12:51:58
2383,,172.30.64.1,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-12-51-58,690,2023-12-07 12:51:58
2384,1,172.30.74.51,=>,272Kb,272Kb,272Kb,68.0KB,2023-12-07-12-49-45,68000,2023-12-07 12:49:45
2385,,136.231.7.16,<=,34.5Mb,34.5Mb,34.5Mb,8.62MB,2023-12-07-12-49-45,8620000,2023-12-07 12:49:45
2386,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-49-45,340,2023-12-07 12:49:45
2387,,172.30.64.1,<=,3.34Kb,3.34Kb,3.34Kb,854B,2023-12-07-12-49-45,854,2023-12-07 12:49:45
2388,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-49-45,0,2023-12-07 12:49:45
2389,,172.30.64.1,<=,620b,620b,620b,155B,2023-12-07-12-49-45,155,2023-12-07 12:49:45
2390,1,172.30.74.51,=>,189Kb,189Kb,189Kb,47.2KB,2023-12-07-12-45-37,47200,2023-12-07 12:45:37
2391,,136.231.7.16,<=,24.5Mb,24.5Mb,24.5Mb,6.12MB,2023-12-07-12-45-37,6120000,2023-12-07 12:45:37
2392,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-45-37,241,2023-12-07 12:45:37
2393,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-45-37,426,2023-12-07 12:45:37
2394,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-37,0,2023-12-07 12:45:37
2395,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-45-37,77,2023-12-07 12:45:37
2396,1,172.30.74.51,=>,97.5Kb,97.5Kb,97.5Kb,24.4KB,2023-12-07-12-46-59,24400,2023-12-07 12:46:59
2397,,136.231.7.16,<=,11.9Mb,11.9Mb,11.9Mb,2.98MB,2023-12-07-12-46-59,2980000,2023-12-07 12:46:59
2398,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-46-59,99,2023-12-07 12:46:59
