,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
580,1,172.30.74.51,=>,80.2Kb,80.2Kb,80.2Kb,20.1KB,2023-11-24-14-59-29,20100,2023-11-24 14:59:29
581,,3.5.137.114,<=,11.6Mb,11.6Mb,11.6Mb,2.91MB,2023-11-24-14-59-29,2910000,2023-11-24 14:59:29
582,1,172.30.74.51,=>,55.5Kb,55.5Kb,55.5Kb,13.9KB,2023-11-24-15-07-29,13900,2023-11-24 15:07:29
583,,s3-r-w.eu-central-1.amazonaws.com,<=,12.9Mb,12.9Mb,12.9Mb,3.21MB,2023-11-24-15-07-29,3210000,2023-11-24 15:07:29
584,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-07-29,198,2023-11-24 15:07:29
585,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-07-29,284,2023-11-24 15:07:29
586,1,172.30.74.51,=>,50.3Kb,50.3Kb,50.3Kb,12.6KB,2023-11-24-15-05-02,12600,2023-11-24 15:05:02
587,,52.219.46.16,<=,11.3Mb,11.3Mb,11.3Mb,2.82MB,2023-11-24-15-05-02,2820000,2023-11-24 15:05:02
588,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-15-05-02,100,2023-11-24 15:05:02
589,,172.30.64.1,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-15-05-02,286,2023-11-24 15:05:02
590,1,172.30.74.51,=>,52.5Kb,52.5Kb,52.5Kb,13.1KB,2023-11-24-15-02-54,13100,2023-11-24 15:02:54
591,,s3-r-w.eu-central-1.amazonaws.com,<=,11.9Mb,11.9Mb,11.9Mb,2.98MB,2023-11-24-15-02-54,2980000,2023-11-24 15:02:54
592,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-02-54,99,2023-11-24 15:02:54
593,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-02-54,142,2023-11-24 15:02:54
594,1,172.30.74.51,=>,154Kb,154Kb,154Kb,38.4KB,2023-11-24-15-02-12,38400,2023-11-24 15:02:12
595,,s3-r-w.eu-central-1.amazonaws.com,<=,23.0Mb,23.0Mb,23.0Mb,5.74MB,2023-11-24-15-02-12,5740000,2023-11-24 15:02:12
596,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-15-02-12,409,2023-11-24 15:02:12
597,,l03236.mshome.net,<=,2.21Kb,2.21Kb,2.21Kb,567B,2023-11-24-15-02-12,567,2023-11-24 15:02:12
598,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-02-12,0,2023-11-24 15:02:12
599,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-02-12,154,2023-11-24 15:02:12
600,1,172.30.74.51,=>,99.9Kb,99.9Kb,99.9Kb,25.0KB,2023-11-24-15-05-11,25000,2023-11-24 15:05:11
601,,s3-r-w.eu-central-1.amazonaws.com,<=,27.3Mb,27.3Mb,27.3Mb,6.82MB,2023-11-24-15-05-11,6820000,2023-11-24 15:05:11
602,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-05-11,340,2023-11-24 15:05:11
603,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-05-11,284,2023-11-24 15:05:11
604,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-05-11,0,2023-11-24 15:05:11
605,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-05-11,77,2023-11-24 15:05:11
606,1,172.30.74.51,=>,59.4Kb,59.4Kb,59.4Kb,14.9KB,2023-11-24-15-06-32,14900,2023-11-24 15:06:32
607,,s3-r-w.eu-central-1.amazonaws.com,<=,13.7Mb,13.7Mb,13.7Mb,3.43MB,2023-11-24-15-06-32,3430000,2023-11-24 15:06:32
608,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-06-32,99,2023-11-24 15:06:32
609,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-06-32,142,2023-11-24 15:06:32
610,1,172.30.74.51,=>,117Kb,117Kb,117Kb,29.1KB,2023-11-24-15-09-39,29100,2023-11-24 15:09:39
611,,s3-r-w.eu-central-1.amazonaws.com,<=,27.1Mb,27.1Mb,27.1Mb,6.77MB,2023-11-24-15-09-39,6770000,2023-11-24 15:09:39
612,2,172.30.74.51,=>,1.22Kb,1.22Kb,1.22Kb,313B,2023-11-24-15-09-39,313,2023-11-24 15:09:39
613,,l03236.mshome.net,<=,1.68Kb,1.68Kb,1.68Kb,431B,2023-11-24-15-09-39,431,2023-11-24 15:09:39
614,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-39,0,2023-11-24 15:09:39
615,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-09-39,77,2023-11-24 15:09:39
616,1,172.30.74.51,=>,53.6Kb,53.6Kb,53.6Kb,13.4KB,2023-11-24-15-09-26,13400,2023-11-24 15:09:26
617,,s3-r-w.eu-central-1.amazonaws.com,<=,13.4Mb,13.4Mb,13.4Mb,3.35MB,2023-11-24-15-09-26,3350000,2023-11-24 15:09:26
618,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-09-26,99,2023-11-24 15:09:26
619,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-09-26,142,2023-11-24 15:09:26
620,1,172.30.74.51,=>,79.6Kb,79.6Kb,79.6Kb,19.9KB,2023-11-24-15-00-34,19900,2023-11-24 15:00:34
621,,3.5.137.114,<=,14.3Mb,14.3Mb,14.3Mb,3.58MB,2023-11-24-15-00-34,3580000,2023-11-24 15:00:34
622,2,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-15-00-34,102,2023-11-24 15:00:34
623,,172.30.64.1,<=,592b,592b,592b,148B,2023-11-24-15-00-34,148,2023-11-24 15:00:34
624,1,172.30.74.51,=>,9.84Kb,9.84Kb,9.84Kb,2.46KB,2023-11-24-15-10-53,2460,2023-11-24 15:10:53
625,,s3-w.eu-central-1.amazonaws.com,<=,1.12Mb,1.12Mb,1.12Mb,286KB,2023-11-24-15-10-53,286000,2023-11-24 15:10:53
626,2,172.30.74.51,=>,16.2Kb,16.2Kb,16.2Kb,4.05KB,2023-11-24-15-10-53,4050,2023-11-24 15:10:53
627,,52.219.169.139,<=,995Kb,995Kb,995Kb,249KB,2023-11-24-15-10-53,249000,2023-11-24 15:10:53
628,3,172.30.74.51,=>,18.9Kb,18.9Kb,18.9Kb,4.72KB,2023-11-24-15-10-53,4720,2023-11-24 15:10:53
629,,52.219.46.86,<=,265Kb,265Kb,265Kb,66.4KB,2023-11-24-15-10-53,66400,2023-11-24 15:10:53
630,4,172.30.74.51,=>,0.98Kb,0.98Kb,0.98Kb,252B,2023-11-24-15-10-53,252,2023-11-24 15:10:53
631,,l03236.mshome.net,<=,2.36Kb,2.36Kb,2.36Kb,605B,2023-11-24-15-10-53,605,2023-11-24 15:10:53
632,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-15-10-53,40,2023-11-24 15:10:53
633,,52.219.169.87,<=,284b,284b,284b,71B,2023-11-24-15-10-53,71,2023-11-24 15:10:53
634,6,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-15-10-53,40,2023-11-24 15:10:53
635,,52.219.171.123,<=,160b,160b,160b,40B,2023-11-24-15-10-53,40,2023-11-24 15:10:53
636,1,172.30.74.51,=>,97.2Kb,97.2Kb,97.2Kb,24.3KB,2023-11-24-15-06-18,24300,2023-11-24 15:06:18
637,,s3-r-w.eu-central-1.amazonaws.com,<=,22.9Mb,22.9Mb,22.9Mb,5.72MB,2023-11-24-15-06-18,5720000,2023-11-24 15:06:18
638,2,172.30.74.51,=>,1.62Kb,1.62Kb,1.62Kb,414B,2023-11-24-15-06-18,414,2023-11-24 15:06:18
639,,l03236.mshome.net,<=,2.81Kb,2.81Kb,2.81Kb,719B,2023-11-24-15-06-18,719,2023-11-24 15:06:18
640,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-18,0,2023-11-24 15:06:18
641,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-06-18,77,2023-11-24 15:06:18
642,1,172.30.74.51,=>,108Kb,108Kb,108Kb,26.9KB,2023-11-24-15-03-22,26900,2023-11-24 15:03:22
643,,s3-r-w.eu-central-1.amazonaws.com,<=,22.3Mb,22.3Mb,22.3Mb,5.58MB,2023-11-24-15-03-22,5580000,2023-11-24 15:03:22
644,2,172.30.74.51,=>,968b,968b,968b,242B,2023-11-24-15-03-22,242,2023-11-24 15:03:22
645,,l03236.mshome.net,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-15-03-22,286,2023-11-24 15:03:22
646,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-03-22,0,2023-11-24 15:03:22
647,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-03-22,154,2023-11-24 15:03:22
648,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.4KB,2023-11-24-14-56-08,45400,2023-11-24 14:56:08
649,,s3-r-w.eu-central-1.amazonaws.com,<=,23.9Mb,23.9Mb,23.9Mb,5.97MB,2023-11-24-14-56-08,5970000,2023-11-24 14:56:08
650,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-56-08,0,2023-11-24 14:56:08
651,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-56-08,154,2023-11-24 14:56:08
652,3,172.30.74.51,=>,564b,564b,564b,141B,2023-11-24-14-56-08,141,2023-11-24 14:56:08
653,,l03236.mshome.net,<=,0b,0b,0b,0B,2023-11-24-14-56-08,0,2023-11-24 14:56:08
654,1,172.30.74.51,=>,79.0Kb,79.0Kb,79.0Kb,19.8KB,2023-11-24-15-00-01,19800,2023-11-24 15:00:01
655,,3.5.137.114,<=,11.3Mb,11.3Mb,11.3Mb,2.83MB,2023-11-24-15-00-01,2830000,2023-11-24 15:00:01
656,1,172.30.74.51,=>,122Kb,122Kb,122Kb,30.4KB,2023-11-24-15-09-05,30400,2023-11-24 15:09:05
657,,s3-r-w.eu-central-1.amazonaws.com,<=,22.0Mb,22.0Mb,22.0Mb,5.50MB,2023-11-24-15-09-05,5500000,2023-11-24 15:09:05
658,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,341B,2023-11-24-15-09-05,341,2023-11-24 15:09:05
659,,l03236.mshome.net,<=,2.81Kb,2.81Kb,2.81Kb,720B,2023-11-24-15-09-05,720,2023-11-24 15:09:05
660,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-05,0,2023-11-24 15:09:05
661,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-09-05,77,2023-11-24 15:09:05
662,1,172.30.74.51,=>,128Kb,128Kb,128Kb,32.0KB,2023-11-24-15-00-41,32000,2023-11-24 15:00:41
663,,s3-r-w.eu-central-1.amazonaws.com,<=,22.8Mb,22.8Mb,22.8Mb,5.69MB,2023-11-24-15-00-41,5690000,2023-11-24 15:00:41
664,2,172.30.74.51,=>,2.00Kb,2.00Kb,2.00Kb,512B,2023-11-24-15-00-41,512,2023-11-24 15:00:41
665,,172.30.64.1,<=,3.27Kb,3.27Kb,3.27Kb,837B,2023-11-24-15-00-41,837,2023-11-24 15:00:41
666,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-00-41,0,2023-11-24 15:00:41
667,,172.30.64.1,<=,812b,812b,812b,203B,2023-11-24-15-00-41,203,2023-11-24 15:00:41
668,4,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-00-41,0,2023-11-24 15:00:41
669,,172.30.64.1,<=,308b,308b,308b,77B,2023-11-24-15-00-41,77,2023-11-24 15:00:41
670,1,172.30.74.51,=>,164Kb,164Kb,164Kb,41.1KB,2023-11-24-15-01-40,41100,2023-11-24 15:01:40
671,,s3-r-w.eu-central-1.amazonaws.com,<=,24.3Mb,24.3Mb,24.3Mb,6.07MB,2023-11-24-15-01-40,6070000,2023-11-24 15:01:40
672,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,342B,2023-11-24-15-01-40,342,2023-11-24 15:01:40
673,,l03236.mshome.net,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-15-01-40,290,2023-11-24 15:01:40
674,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-01-40,0,2023-11-24 15:01:40
675,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-01-40,154,2023-11-24 15:01:40
676,1,172.30.74.51,=>,74.6Kb,74.6Kb,74.6Kb,18.6KB,2023-11-24-15-08-24,18600,2023-11-24 15:08:24
677,,s3-r-w.eu-central-1.amazonaws.com,<=,13.9Mb,13.9Mb,13.9Mb,3.47MB,2023-11-24-15-08-24,3470000,2023-11-24 15:08:24
678,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-08-24,99,2023-11-24 15:08:24
679,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-08-24,142,2023-11-24 15:08:24
680,3,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-15-08-24,0,2023-11-24 15:08:24
681,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-15-08-24,68,2023-11-24 15:08:24
682,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-08-24,0,2023-11-24 15:08:24
683,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-15-08-24,68,2023-11-24 15:08:24
684,1,172.30.74.51,=>,149Kb,149Kb,149Kb,37.2KB,2023-11-24-15-11-34,37200,2023-11-24 15:11:34
685,,s3-r-w.eu-central-1.amazonaws.com,<=,21.7Mb,21.7Mb,21.7Mb,5.41MB,2023-11-24-15-11-34,5410000,2023-11-24 15:11:34
686,2,172.30.74.51,=>,74.0Kb,74.0Kb,74.0Kb,18.5KB,2023-11-24-15-11-34,18500,2023-11-24 15:11:34
687,,s3-r-w.eu-central-1.amazonaws.com,<=,11.1Mb,11.1Mb,11.1Mb,2.78MB,2023-11-24-15-11-34,2780000,2023-11-24 15:11:34
688,3,172.30.74.51,=>,61.0Kb,61.0Kb,61.0Kb,15.2KB,2023-11-24-15-11-34,15200,2023-11-24 15:11:34
689,,s3-r-w.eu-central-1.amazonaws.com,<=,6.01Mb,6.01Mb,6.01Mb,1.50MB,2023-11-24-15-11-34,1500000,2023-11-24 15:11:34
690,4,172.30.74.51,=>,58.3Kb,58.3Kb,58.3Kb,14.6KB,2023-11-24-15-11-34,14600,2023-11-24 15:11:34
691,,s3-r-w.eu-central-1.amazonaws.com,<=,5.63Mb,5.63Mb,5.63Mb,1.41MB,2023-11-24-15-11-34,1410000,2023-11-24 15:11:34
692,5,172.30.74.51,=>,2.32Kb,2.32Kb,2.32Kb,594B,2023-11-24-15-11-34,594,2023-11-24 15:11:34
693,,l03236.mshome.net,<=,3.75Kb,3.75Kb,3.75Kb,961B,2023-11-24-15-11-34,961,2023-11-24 15:11:34
694,6,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-11-34,0,2023-11-24 15:11:34
695,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-11-34,154,2023-11-24 15:11:34
696,1,172.30.74.51,=>,58.4Kb,58.4Kb,58.4Kb,14.6KB,2023-11-24-15-05-31,14600,2023-11-24 15:05:31
697,,s3-r-w.eu-central-1.amazonaws.com,<=,12.3Mb,12.3Mb,12.3Mb,3.08MB,2023-11-24-15-05-31,3080000,2023-11-24 15:05:31
698,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-05-31,99,2023-11-24 15:05:31
699,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-05-31,142,2023-11-24 15:05:31
700,1,172.30.74.51,=>,66.8Kb,66.8Kb,66.8Kb,16.7KB,2023-11-24-14-57-30,16700,2023-11-24 14:57:30
701,,s3-r-w.eu-central-1.amazonaws.com,<=,10.7Mb,10.7Mb,10.7Mb,2.69MB,2023-11-24-14-57-30,2690000,2023-11-24 14:57:30
702,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-57-30,99,2023-11-24 14:57:30
703,,172.30.64.1,<=,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-57-30,409,2023-11-24 14:57:30
704,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-57-30,0,2023-11-24 14:57:30
705,,172.30.64.1,<=,308b,308b,308b,77B,2023-11-24-14-57-30,77,2023-11-24 14:57:30
706,1,172.30.74.51,=>,23.4Kb,23.4Kb,23.4Kb,5.86KB,2023-11-24-15-07-55,5860,2023-11-24 15:07:55
707,,s3-r-w.eu-central-1.amazonaws.com,<=,5.63Mb,5.63Mb,5.63Mb,1.41MB,2023-11-24-15-07-55,1410000,2023-11-24 15:07:55
708,2,172.30.74.51,=>,4.00Kb,4.00Kb,4.00Kb,1.00KB,2023-11-24-15-07-55,1000,2023-11-24 15:07:55
709,,52.219.170.78,<=,24.6Kb,24.6Kb,24.6Kb,6.14KB,2023-11-24-15-07-55,6140,2023-11-24 15:07:55
710,3,172.30.74.51,=>,1.07Kb,1.07Kb,1.07Kb,275B,2023-11-24-15-07-55,275,2023-11-24 15:07:55
711,,l03236.mshome.net,<=,3.68Kb,3.68Kb,3.68Kb,943B,2023-11-24-15-07-55,943,2023-11-24 15:07:55
712,1,172.30.74.51,=>,47.3Kb,47.3Kb,47.3Kb,11.8KB,2023-11-24-15-03-25,11800,2023-11-24 15:03:25
713,,s3-r-w.eu-central-1.amazonaws.com,<=,11.7Mb,11.7Mb,11.7Mb,2.92MB,2023-11-24-15-03-25,2920000,2023-11-24 15:03:25
714,1,172.30.74.51,=>,115Kb,115Kb,115Kb,28.8KB,2023-11-24-15-09-20,28800,2023-11-24 15:09:20
715,,s3-r-w.eu-central-1.amazonaws.com,<=,24.5Mb,24.5Mb,24.5Mb,6.13MB,2023-11-24-15-09-20,6130000,2023-11-24 15:09:20
716,2,172.30.74.51,=>,1.61Kb,1.61Kb,1.61Kb,411B,2023-11-24-15-09-20,411,2023-11-24 15:09:20
717,,l03236.mshome.net,<=,1.68Kb,1.68Kb,1.68Kb,429B,2023-11-24-15-09-20,429,2023-11-24 15:09:20
718,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-20,0,2023-11-24 15:09:20
719,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-09-20,154,2023-11-24 15:09:20
720,1,172.30.74.51,=>,64.9Kb,64.9Kb,64.9Kb,16.2KB,2023-11-24-14-55-27,16200,2023-11-24 14:55:27
721,,3.5.139.156,<=,10.6Mb,10.6Mb,10.6Mb,2.66MB,2023-11-24-14-55-27,2660000,2023-11-24 14:55:27
722,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-55-27,99,2023-11-24 14:55:27
723,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-14-55-27,142,2023-11-24 14:55:27
724,1,172.30.74.51,=>,157Kb,157Kb,157Kb,39.4KB,2023-11-24-14-57-36,39400,2023-11-24 14:57:36
725,,s3-r-w.eu-central-1.amazonaws.com,<=,23.3Mb,23.3Mb,23.3Mb,5.83MB,2023-11-24-14-57-36,5830000,2023-11-24 14:57:36
726,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-14-57-36,311,2023-11-24 14:57:36
727,,l03236.mshome.net,<=,1.69Kb,1.69Kb,1.69Kb,433B,2023-11-24-14-57-36,433,2023-11-24 14:57:36
728,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-14-57-36,0,2023-11-24 14:57:36
729,,l03236.mshome.net,<=,612b,612b,612b,153B,2023-11-24-14-57-36,153,2023-11-24 14:57:36
730,4,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-57-36,0,2023-11-24 14:57:36
731,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-57-36,77,2023-11-24 14:57:36
732,1,172.30.74.51,=>,125Kb,125Kb,125Kb,31.3KB,2023-11-24-15-07-31,31300,2023-11-24 15:07:31
733,,s3-r-w.eu-central-1.amazonaws.com,<=,21.1Mb,21.1Mb,21.1Mb,5.27MB,2023-11-24-15-07-31,5270000,2023-11-24 15:07:31
734,2,172.30.74.51,=>,1.99Kb,1.99Kb,1.99Kb,509B,2023-11-24-15-07-31,509,2023-11-24 15:07:31
735,,l03236.mshome.net,<=,1.67Kb,1.67Kb,1.67Kb,427B,2023-11-24-15-07-31,427,2023-11-24 15:07:31
736,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-07-31,0,2023-11-24 15:07:31
737,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-07-31,77,2023-11-24 15:07:31
738,1,172.30.74.51,=>,49.2Kb,49.2Kb,49.2Kb,12.3KB,2023-11-24-15-03-48,12300,2023-11-24 15:03:48
739,,s3-r-w.eu-central-1.amazonaws.com,<=,12.8Mb,12.8Mb,12.8Mb,3.21MB,2023-11-24-15-03-48,3210000,2023-11-24 15:03:48
740,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-03-48,99,2023-11-24 15:03:48
741,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-03-48,426,2023-11-24 15:03:48
742,1,172.30.74.51,=>,74.8Kb,74.8Kb,74.8Kb,18.7KB,2023-11-24-14-58-04,18700,2023-11-24 14:58:04
743,,3.5.137.114,<=,10.5Mb,10.5Mb,10.5Mb,2.62MB,2023-11-24-14-58-04,2620000,2023-11-24 14:58:04
744,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-14-58-04,100,2023-11-24 14:58:04
745,,172.30.64.1,<=,1.68Kb,1.68Kb,1.68Kb,430B,2023-11-24-14-58-04,430,2023-11-24 14:58:04
746,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-58-04,0,2023-11-24 14:58:04
747,,172.30.64.1,<=,1.23Kb,1.23Kb,1.23Kb,316B,2023-11-24-14-58-04,316,2023-11-24 14:58:04
748,1,172.30.74.51,=>,32.1Kb,32.1Kb,32.1Kb,8.03KB,2023-11-24-15-10-59,8029,2023-11-24 15:10:59
749,,s3-w.eu-central-1.amazonaws.com,<=,2.24Mb,2.24Mb,2.24Mb,573KB,2023-11-24-15-10-59,573000,2023-11-24 15:10:59
750,2,172.30.74.51,=>,26.7Kb,26.7Kb,26.7Kb,6.67KB,2023-11-24-15-10-59,6670,2023-11-24 15:10:59
751,,s3-w.eu-central-1.amazonaws.com,<=,1.03Mb,1.03Mb,1.03Mb,264KB,2023-11-24-15-10-59,264000,2023-11-24 15:10:59
752,3,172.30.74.51,=>,600b,600b,600b,150B,2023-11-24-15-10-59,150,2023-11-24 15:10:59
753,,l03236.mshome.net,<=,1.79Kb,1.79Kb,1.79Kb,457B,2023-11-24-15-10-59,457,2023-11-24 15:10:59
754,4,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-15-10-59,40,2023-11-24 15:10:59
755,,s3-w.eu-central-1.amazonaws.com,<=,284b,284b,284b,71B,2023-11-24-15-10-59,71,2023-11-24 15:10:59
756,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-15-10-59,40,2023-11-24 15:10:59
757,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-15-10-59,40,2023-11-24 15:10:59
758,1,172.30.74.51,=>,70.5Kb,70.5Kb,70.5Kb,17.6KB,2023-11-24-14-59-47,17600,2023-11-24 14:59:47
759,,s3-r-w.eu-central-1.amazonaws.com,<=,12.3Mb,12.3Mb,12.3Mb,3.07MB,2023-11-24-14-59-47,3070000,2023-11-24 14:59:47
760,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-59-47,99,2023-11-24 14:59:47
761,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-14-59-47,142,2023-11-24 14:59:47
762,3,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-14-59-47,0,2023-11-24 14:59:47
763,,172.30.64.1,<=,272b,272b,272b,68B,2023-11-24-14-59-47,68,2023-11-24 14:59:47
764,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-14-59-47,0,2023-11-24 14:59:47
765,,172.30.64.1,<=,272b,272b,272b,68B,2023-11-24-14-59-47,68,2023-11-24 14:59:47
766,1,172.30.74.51,=>,125Kb,125Kb,125Kb,31.3KB,2023-11-24-15-05-53,31300,2023-11-24 15:05:53
767,,s3-r-w.eu-central-1.amazonaws.com,<=,27.6Mb,27.6Mb,27.6Mb,6.90MB,2023-11-24-15-05-53,6900000,2023-11-24 15:05:53
768,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-05-53,340,2023-11-24 15:05:53
769,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-05-53,142,2023-11-24 15:05:53
770,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-05-53,0,2023-11-24 15:05:53
771,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-05-53,154,2023-11-24 15:05:53
772,1,172.30.74.51,=>,53.6Kb,53.6Kb,53.6Kb,13.4KB,2023-11-24-15-05-04,13400,2023-11-24 15:05:04
773,,s3-r-w.eu-central-1.amazonaws.com,<=,14.2Mb,14.2Mb,14.2Mb,3.55MB,2023-11-24-15-05-04,3550000,2023-11-24 15:05:04
774,2,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-15-05-04,0,2023-11-24 15:05:04
775,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-05-04,142,2023-11-24 15:05:04
776,1,172.30.74.51,=>,133Kb,133Kb,133Kb,33.3KB,2023-11-24-15-09-51,33300,2023-11-24 15:09:51
777,,s3-r-w.eu-central-1.amazonaws.com,<=,25.6Mb,25.6Mb,25.6Mb,6.40MB,2023-11-24-15-09-51,6400000,2023-11-24 15:09:51
778,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,341B,2023-11-24-15-09-51,341,2023-11-24 15:09:51
779,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-09-51,284,2023-11-24 15:09:51
780,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-51,0,2023-11-24 15:09:51
781,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-09-51,154,2023-11-24 15:09:51
782,1,172.30.74.51,=>,51.7Kb,51.7Kb,51.7Kb,12.9KB,2023-11-24-15-02-52,12900,2023-11-24 15:02:52
783,,s3-r-w.eu-central-1.amazonaws.com,<=,11.3Mb,11.3Mb,11.3Mb,2.83MB,2023-11-24-15-02-52,2830000,2023-11-24 15:02:52
784,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-02-52,99,2023-11-24 15:02:52
785,,172.30.64.1,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-15-02-52,290,2023-11-24 15:02:52
786,1,172.30.74.51,=>,122Kb,122Kb,122Kb,30.6KB,2023-11-24-15-08-33,30600,2023-11-24 15:08:33
787,,s3-r-w.eu-central-1.amazonaws.com,<=,25.8Mb,25.8Mb,25.8Mb,6.46MB,2023-11-24-15-08-33,6460000,2023-11-24 15:08:33
788,2,172.30.74.51,=>,1.22Kb,1.22Kb,1.22Kb,313B,2023-11-24-15-08-33,313,2023-11-24 15:08:33
789,,l03236.mshome.net,<=,2.25Kb,2.25Kb,2.25Kb,575B,2023-11-24-15-08-33,575,2023-11-24 15:08:33
790,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-08-33,0,2023-11-24 15:08:33
