,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
1344,2,172.30.74.51,=>,968b,968b,968b,242B,2023-11-24-15-08-37,242,2023-11-24 15:08:37
1345,,172.30.64.1,<=,2.27Kb,2.27Kb,2.27Kb,580B,2023-11-24-15-08-37,580,2023-11-24 15:08:37
1346,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-08-37,0,2023-11-24 15:08:37
1347,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-15-08-37,401,2023-11-24 15:08:37
1348,4,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-08-37,0,2023-11-24 15:08:37
1349,,172.30.64.1,<=,948b,948b,948b,237B,2023-11-24-15-08-37,237,2023-11-24 15:08:37
1350,1,172.30.74.51,=>,102Kb,102Kb,102Kb,25.6KB,2023-11-24-15-03-16,25600,2023-11-24 15:03:16
1351,,52.219.46.16,<=,25.3Mb,25.3Mb,25.3Mb,6.31MB,2023-11-24-15-03-16,6310000,2023-11-24 15:03:16
1352,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,344B,2023-11-24-15-03-16,344,2023-11-24 15:03:16
1353,,172.30.64.1,<=,2.25Kb,2.25Kb,2.25Kb,576B,2023-11-24-15-03-16,576,2023-11-24 15:03:16
1354,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-03-16,0,2023-11-24 15:03:16
1355,,172.30.64.1,<=,2.45Kb,2.45Kb,2.45Kb,626B,2023-11-24-15-03-16,626,2023-11-24 15:03:16
1356,1,172.30.74.51,=>,56.1Kb,56.1Kb,56.1Kb,14.0KB,2023-11-24-14-55-39,14000,2023-11-24 14:55:39
1357,,3.5.139.156,<=,14.2Mb,14.2Mb,14.2Mb,3.56MB,2023-11-24-14-55-39,3560000,2023-11-24 14:55:39
1358,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-55-39,99,2023-11-24 14:55:39
1359,,172.30.64.1,<=,1.59Kb,1.59Kb,1.59Kb,408B,2023-11-24-14-55-39,408,2023-11-24 14:55:39
1360,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-55-39,0,2023-11-24 14:55:39
1361,,172.30.64.1,<=,624b,624b,624b,156B,2023-11-24-14-55-39,156,2023-11-24 14:55:39
1362,1,172.30.74.51,=>,126Kb,126Kb,126Kb,31.5KB,2023-11-24-15-04-45,31500,2023-11-24 15:04:45
1363,,s3-r-w.eu-central-1.amazonaws.com,<=,27.3Mb,27.3Mb,27.3Mb,6.83MB,2023-11-24-15-04-45,6830000,2023-11-24 15:04:45
1364,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-04-45,0,2023-11-24 15:04:45
1365,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-04-45,154,2023-11-24 15:04:45
1366,3,172.30.74.51,=>,568b,568b,568b,142B,2023-11-24-15-04-45,142,2023-11-24 15:04:45
1367,,l03236.mshome.net,<=,0b,0b,0b,0B,2023-11-24-15-04-45,0,2023-11-24 15:04:45
1368,1,172.30.74.51,=>,150Kb,150Kb,150Kb,37.6KB,2023-11-24-14-59-06,37600,2023-11-24 14:59:06
1369,,s3-r-w.eu-central-1.amazonaws.com,<=,28.4Mb,28.4Mb,28.4Mb,7.09MB,2023-11-24-14-59-06,7090000,2023-11-24 14:59:06
1370,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-14-59-06,339,2023-11-24 14:59:06
1371,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,283B,2023-11-24-14-59-06,283,2023-11-24 14:59:06
1372,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-06,0,2023-11-24 14:59:06
1373,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-59-06,154,2023-11-24 14:59:06
1374,1,172.30.74.51,=>,50.8Kb,50.8Kb,50.8Kb,12.7KB,2023-11-24-15-09-28,12700,2023-11-24 15:09:28
1375,,52.219.170.78,<=,13.8Mb,13.8Mb,13.8Mb,3.44MB,2023-11-24-15-09-28,3440000,2023-11-24 15:09:28
1376,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-09-28,99,2023-11-24 15:09:28
1377,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-09-28,142,2023-11-24 15:09:28
1378,3,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-09-28,0,2023-11-24 15:09:28
1379,,172.30.64.1,<=,288b,288b,288b,72B,2023-11-24-15-09-28,72,2023-11-24 15:09:28
1380,1,172.30.74.51,=>,58.2Kb,58.2Kb,58.2Kb,14.6KB,2023-11-24-15-08-07,14600,2023-11-24 15:08:07
1381,,s3-r-w.eu-central-1.amazonaws.com,<=,12.8Mb,12.8Mb,12.8Mb,3.19MB,2023-11-24-15-08-07,3190000,2023-11-24 15:08:07
1382,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-08-07,99,2023-11-24 15:08:07
1383,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-08-07,142,2023-11-24 15:08:07
1384,1,172.30.74.51,=>,143Kb,143Kb,143Kb,35.7KB,2023-11-24-14-59-08,35700,2023-11-24 14:59:08
1385,,s3-r-w.eu-central-1.amazonaws.com,<=,23.6Mb,23.6Mb,23.6Mb,5.89MB,2023-11-24-14-59-08,5890000,2023-11-24 14:59:08
1386,2,172.30.74.51,=>,564b,564b,564b,141B,2023-11-24-14-59-08,141,2023-11-24 14:59:08
1387,,l03236.mshome.net,<=,0b,0b,0b,0B,2023-11-24-14-59-08,0,2023-11-24 14:59:08
1388,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-08,0,2023-11-24 14:59:08
1389,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-59-08,77,2023-11-24 14:59:08
1390,1,172.30.74.51,=>,34.9Kb,34.9Kb,34.9Kb,8.72KB,2023-11-24-15-10-49,8720,2023-11-24 15:10:49
1391,,s3-w.eu-central-1.amazonaws.com,<=,3.25Mb,3.25Mb,3.25Mb,832KB,2023-11-24-15-10-49,832000,2023-11-24 15:10:49
1392,2,172.30.74.51,=>,18.8Kb,18.8Kb,18.8Kb,4.69KB,2023-11-24-15-10-49,4690,2023-11-24 15:10:49
1393,,52.219.169.139,<=,1.04Mb,1.04Mb,1.04Mb,265KB,2023-11-24-15-10-49,265000,2023-11-24 15:10:49
1394,3,172.30.74.51,=>,6.08Kb,6.08Kb,6.08Kb,1.52KB,2023-11-24-15-10-49,1520,2023-11-24 15:10:49
1395,,s3-w.eu-central-1.amazonaws.com,<=,1.00Mb,1.00Mb,1.00Mb,255KB,2023-11-24-15-10-49,255000,2023-11-24 15:10:49
1396,4,172.30.74.51,=>,16.8Kb,16.8Kb,16.8Kb,4.21KB,2023-11-24-15-10-49,4210,2023-11-24 15:10:49
1397,,52.219.170.11,<=,25.7Kb,25.7Kb,25.7Kb,6.43KB,2023-11-24-15-10-49,6430,2023-11-24 15:10:49
1398,5,172.30.74.51,=>,0.98Kb,0.98Kb,0.98Kb,252B,2023-11-24-15-10-49,252,2023-11-24 15:10:49
1399,,l03236.mshome.net,<=,2.36Kb,2.36Kb,2.36Kb,605B,2023-11-24-15-10-49,605,2023-11-24 15:10:49
1400,1,172.30.74.51,=>,156Kb,156Kb,156Kb,39.1KB,2023-11-24-15-01-59,39100,2023-11-24 15:01:59
1401,,s3-r-w.eu-central-1.amazonaws.com,<=,22.4Mb,22.4Mb,22.4Mb,5.61MB,2023-11-24-15-01-59,5610000,2023-11-24 15:01:59
1402,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-11-24-15-01-59,410,2023-11-24 15:01:59
1403,,l03236.mshome.net,<=,1.67Kb,1.67Kb,1.67Kb,427B,2023-11-24-15-01-59,427,2023-11-24 15:01:59
1404,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-01-59,0,2023-11-24 15:01:59
1405,,l03236.mshome.net,<=,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-15-01-59,310,2023-11-24 15:01:59
1406,1,172.30.74.51,=>,112Kb,112Kb,112Kb,28.0KB,2023-11-24-15-04-54,28000,2023-11-24 15:04:54
1407,,s3-r-w.eu-central-1.amazonaws.com,<=,25.0Mb,25.0Mb,25.0Mb,6.24MB,2023-11-24-15-04-54,6240000,2023-11-24 15:04:54
1408,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-15-04-54,241,2023-11-24 15:04:54
1409,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-04-54,142,2023-11-24 15:04:54
1410,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-04-54,0,2023-11-24 15:04:54
1411,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-04-54,77,2023-11-24 15:04:54
1412,1,172.30.74.51,=>,153Kb,153Kb,153Kb,38.2KB,2023-11-24-14-56-26,38200,2023-11-24 14:56:26
1413,,s3-r-w.eu-central-1.amazonaws.com,<=,23.8Mb,23.8Mb,23.8Mb,5.96MB,2023-11-24-14-56-26,5960000,2023-11-24 14:56:26
1414,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-14-56-26,310,2023-11-24 14:56:26
1415,,l03236.mshome.net,<=,1.68Kb,1.68Kb,1.68Kb,431B,2023-11-24-14-56-26,431,2023-11-24 14:56:26
1416,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-56-26,0,2023-11-24 14:56:26
1417,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-56-26,77,2023-11-24 14:56:26
1418,1,172.30.74.51,=>,70.9Kb,70.9Kb,70.9Kb,17.7KB,2023-11-24-15-10-37,17700,2023-11-24 15:10:37
1419,,s3-w.eu-central-1.amazonaws.com,<=,981Kb,981Kb,981Kb,245KB,2023-11-24-15-10-37,245000,2023-11-24 15:10:37
1420,2,172.30.74.51,=>,2.34Kb,2.34Kb,2.34Kb,600B,2023-11-24-15-10-37,600,2023-11-24 15:10:37
1421,,s3-w.eu-central-1.amazonaws.com,<=,2.34Kb,2.34Kb,2.34Kb,600B,2023-11-24-15-10-37,600,2023-11-24 15:10:37
1422,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-10-37,0,2023-11-24 15:10:37
1423,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-15-10-37,401,2023-11-24 15:10:37
1424,1,172.30.74.51,=>,61.6Kb,61.6Kb,61.6Kb,15.4KB,2023-11-24-15-08-01,15400,2023-11-24 15:08:01
1425,,52.219.170.78,<=,11.9Mb,11.9Mb,11.9Mb,2.98MB,2023-11-24-15-08-01,2980000,2023-11-24 15:08:01
1426,2,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-15-08-01,0,2023-11-24 15:08:01
1427,,172.30.64.1,<=,576b,576b,576b,144B,2023-11-24-15-08-01,144,2023-11-24 15:08:01
1428,1,172.30.74.51,=>,73.8Kb,73.8Kb,73.8Kb,18.5KB,2023-11-24-14-57-28,18500,2023-11-24 14:57:28
1429,,3.5.137.114,<=,12.6Mb,12.6Mb,12.6Mb,3.14MB,2023-11-24-14-57-28,3140000,2023-11-24 14:57:28
1430,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-57-28,99,2023-11-24 14:57:28
1431,,172.30.64.1,<=,2.23Kb,2.23Kb,2.23Kb,570B,2023-11-24-14-57-28,570,2023-11-24 14:57:28
1432,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-57-28,0,2023-11-24 14:57:28
1433,,172.30.64.1,<=,952b,952b,952b,238B,2023-11-24-14-57-28,238,2023-11-24 14:57:28
1434,1,172.30.74.51,=>,48.3Kb,48.3Kb,48.3Kb,12.1KB,2023-11-24-15-04-51,12100,2023-11-24 15:04:51
1435,,52.219.46.16,<=,9.40Mb,9.40Mb,9.40Mb,2.35MB,2023-11-24-15-04-51,2350000,2023-11-24 15:04:51
1436,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-04-51,99,2023-11-24 15:04:51
1437,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-04-51,142,2023-11-24 15:04:51
1438,1,172.30.74.51,=>,330Kb,330Kb,330Kb,82.4KB,2023-11-24-15-10-27,82400,2023-11-24 15:10:27
1439,,s3-w.eu-central-1.amazonaws.com,<=,12.3Mb,12.3Mb,12.3Mb,3.08MB,2023-11-24-15-10-27,3080000,2023-11-24 15:10:27
1440,2,172.30.74.51,=>,1.72Kb,1.72Kb,1.72Kb,440B,2023-11-24-15-10-27,440,2023-11-24 15:10:27
1441,,s3-w.eu-central-1.amazonaws.com,<=,2.53Kb,2.53Kb,2.53Kb,648B,2023-11-24-15-10-27,648,2023-11-24 15:10:27
1442,3,172.30.74.51,=>,972b,972b,972b,243B,2023-11-24-15-10-27,243,2023-11-24 15:10:27
1443,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-10-27,284,2023-11-24 15:10:27
1444,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-10-27,0,2023-11-24 15:10:27
1445,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-10-27,154,2023-11-24 15:10:27
1446,1,172.30.74.51,=>,119Kb,119Kb,119Kb,29.8KB,2023-11-24-15-08-13,29800,2023-11-24 15:08:13
1447,,s3-r-w.eu-central-1.amazonaws.com,<=,22.5Mb,22.5Mb,22.5Mb,5.63MB,2023-11-24-15-08-13,5630000,2023-11-24 15:08:13
1448,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,341B,2023-11-24-15-08-13,341,2023-11-24 15:08:13
1449,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-08-13,284,2023-11-24 15:08:13
1450,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-08-13,0,2023-11-24 15:08:13
1451,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-08-13,77,2023-11-24 15:08:13
1452,1,172.30.74.51,=>,50.8Kb,50.8Kb,50.8Kb,12.7KB,2023-11-24-15-07-10,12700,2023-11-24 15:07:10
1453,,52.219.46.16,<=,10.3Mb,10.3Mb,10.3Mb,2.56MB,2023-11-24-15-07-10,2560000,2023-11-24 15:07:10
1454,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-07-10,198,2023-11-24 15:07:10
1455,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-07-10,426,2023-11-24 15:07:10
1456,1,172.30.74.51,=>,59.4Kb,59.4Kb,59.4Kb,14.8KB,2023-11-24-15-10-31,14800,2023-11-24 15:10:31
1457,,s3-w.eu-central-1.amazonaws.com,<=,662Kb,662Kb,662Kb,166KB,2023-11-24-15-10-31,166000,2023-11-24 15:10:31
1458,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-15-10-31,480,2023-11-24 15:10:31
1459,,s3-w.eu-central-1.amazonaws.com,<=,1.41Kb,1.41Kb,1.41Kb,360B,2023-11-24-15-10-31,360,2023-11-24 15:10:31
1460,3,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-10-31,99,2023-11-24 15:10:31
1461,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-10-31,426,2023-11-24 15:10:31
1462,4,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-15-10-31,40,2023-11-24 15:10:31
1463,,s3-w.eu-central-1.amazonaws.com,<=,284b,284b,284b,71B,2023-11-24-15-10-31,71,2023-11-24 15:10:31
1464,1,172.30.74.51,=>,138Kb,138Kb,138Kb,34.6KB,2023-11-24-14-55-45,34600,2023-11-24 14:55:45
1465,,s3-r-w.eu-central-1.amazonaws.com,<=,26.7Mb,26.7Mb,26.7Mb,6.67MB,2023-11-24-14-55-45,6670000,2023-11-24 14:55:45
1466,2,172.30.74.51,=>,1.61Kb,1.61Kb,1.61Kb,412B,2023-11-24-14-55-45,412,2023-11-24 14:55:45
1467,,l03236.mshome.net,<=,3.36Kb,3.36Kb,3.36Kb,861B,2023-11-24-14-55-45,861,2023-11-24 14:55:45
1468,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-55-45,0,2023-11-24 14:55:45
1469,,l03236.mshome.net,<=,2.14Kb,2.14Kb,2.14Kb,549B,2023-11-24-14-55-45,549,2023-11-24 14:55:45
1470,1,172.30.74.51,=>,81.9Kb,81.9Kb,81.9Kb,20.5KB,2023-11-24-15-00-54,20500,2023-11-24 15:00:54
1471,,s3-r-w.eu-central-1.amazonaws.com,<=,12.2Mb,12.2Mb,12.2Mb,3.04MB,2023-11-24-15-00-54,3040000,2023-11-24 15:00:54
1472,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-00-54,198,2023-11-24 15:00:54
1473,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-00-54,426,2023-11-24 15:00:54
1474,1,172.30.74.51,=>,50.0Kb,50.0Kb,50.0Kb,12.5KB,2023-11-24-15-09-41,12500,2023-11-24 15:09:41
1475,,52.219.170.78,<=,11.5Mb,11.5Mb,11.5Mb,2.89MB,2023-11-24-15-09-41,2890000,2023-11-24 15:09:41
1476,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-09-41,99,2023-11-24 15:09:41
1477,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-09-41,426,2023-11-24 15:09:41
1478,1,172.30.74.51,=>,51.2Kb,51.2Kb,51.2Kb,12.8KB,2023-11-24-15-10-07,12800,2023-11-24 15:10:07
1479,,s3-w.eu-central-1.amazonaws.com,<=,3.50Mb,3.50Mb,3.50Mb,895KB,2023-11-24-15-10-07,895000,2023-11-24 15:10:07
1480,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-10-07,99,2023-11-24 15:10:07
1481,,l03236.mshome.net,<=,2.90Kb,2.90Kb,2.90Kb,743B,2023-11-24-15-10-07,743,2023-11-24 15:10:07
1482,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-10-07,0,2023-11-24 15:10:07
1483,,l03236.mshome.net,<=,624b,624b,624b,156B,2023-11-24-15-10-07,156,2023-11-24 15:10:07
1484,1,172.30.74.51,=>,72.3Kb,72.3Kb,72.3Kb,18.1KB,2023-11-24-14-56-36,18100,2023-11-24 14:56:36
1485,,3.5.137.114,<=,13.2Mb,13.2Mb,13.2Mb,3.31MB,2023-11-24-14-56-36,3310000,2023-11-24 14:56:36
1486,2,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-14-56-36,0,2023-11-24 14:56:36
1487,,172.30.64.1,<=,792b,792b,792b,198B,2023-11-24-14-56-36,198,2023-11-24 14:56:36
1488,3,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-14-56-36,0,2023-11-24 14:56:36
1489,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-14-56-36,142,2023-11-24 14:56:36
1490,1,172.30.74.51,=>,78.2Kb,78.2Kb,78.2Kb,19.5KB,2023-11-24-15-11-23,19500,2023-11-24 15:11:23
1491,,52.219.170.98,<=,13.0Mb,13.0Mb,13.0Mb,3.25MB,2023-11-24-15-11-23,3250000,2023-11-24 15:11:23
1492,2,172.30.74.51,=>,35.2Kb,35.2Kb,35.2Kb,8.80KB,2023-11-24-15-11-23,8800,2023-11-24 15:11:23
1493,,52.219.171.142,<=,5.82Mb,5.82Mb,5.82Mb,1.45MB,2023-11-24-15-11-23,1450000,2023-11-24 15:11:23
1494,3,172.30.74.51,=>,32.3Kb,32.3Kb,32.3Kb,8.07KB,2023-11-24-15-11-23,8070,2023-11-24 15:11:23
1495,,3.5.135.15,<=,4.11Mb,4.11Mb,4.11Mb,1.03MB,2023-11-24-15-11-23,1030000,2023-11-24 15:11:23
1496,4,172.30.74.51,=>,33.5Kb,33.5Kb,33.5Kb,8.38KB,2023-11-24-15-11-23,8380,2023-11-24 15:11:23
1497,,3.5.137.142,<=,3.55Mb,3.55Mb,3.55Mb,908KB,2023-11-24-15-11-23,908000,2023-11-24 15:11:23
1498,5,172.30.74.51,=>,560b,560b,560b,140B,2023-11-24-15-11-23,140,2023-11-24 15:11:23
1499,,172.30.64.1,<=,592b,592b,592b,148B,2023-11-24-15-11-23,148,2023-11-24 15:11:23
1500,6,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-11-23,0,2023-11-24 15:11:23
1501,,172.30.64.1,<=,308b,308b,308b,77B,2023-11-24-15-11-23,77,2023-11-24 15:11:23
1502,1,172.30.74.51,=>,53.0Kb,53.0Kb,53.0Kb,13.3KB,2023-11-24-15-03-29,13300,2023-11-24 15:03:29
1503,,52.219.46.16,<=,14.2Mb,14.2Mb,14.2Mb,3.54MB,2023-11-24-15-03-29,3540000,2023-11-24 15:03:29
1504,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-03-29,198,2023-11-24 15:03:29
1505,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,695B,2023-11-24-15-03-29,695,2023-11-24 15:03:29
1506,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-03-29,0,2023-11-24 15:03:29
1507,,172.30.64.1,<=,624b,624b,624b,156B,2023-11-24-15-03-29,156,2023-11-24 15:03:29
1508,1,172.30.74.51,=>,156Kb,156Kb,156Kb,39.1KB,2023-11-24-14-59-15,39100,2023-11-24 14:59:15
1509,,s3-r-w.eu-central-1.amazonaws.com,<=,26.2Mb,26.2Mb,26.2Mb,6.55MB,2023-11-24-14-59-15,6550000,2023-11-24 14:59:15
1510,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-59-15,409,2023-11-24 14:59:15
1511,,l03236.mshome.net,<=,2.71Kb,2.71Kb,2.71Kb,694B,2023-11-24-14-59-15,694,2023-11-24 14:59:15
1512,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-15,0,2023-11-24 14:59:15
1513,,l03236.mshome.net,<=,932b,932b,932b,233B,2023-11-24-14-59-15,233,2023-11-24 14:59:15
1514,1,172.30.74.51,=>,73.1Kb,73.1Kb,73.1Kb,18.3KB,2023-11-24-15-01-47,18300,2023-11-24 15:01:47
1515,,s3-r-w.eu-central-1.amazonaws.com,<=,9.97Mb,9.97Mb,9.97Mb,2.49MB,2023-11-24-15-01-47,2490000,2023-11-24 15:01:47
1516,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-01-47,99,2023-11-24 15:01:47
1517,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-01-47,426,2023-11-24 15:01:47
1518,1,172.30.74.51,=>,149Kb,149Kb,149Kb,37.2KB,2023-11-24-14-56-20,37200,2023-11-24 14:56:20
1519,,3.5.137.114,<=,26.3Mb,26.3Mb,26.3Mb,6.57MB,2023-11-24-14-56-20,6570000,2023-11-24 14:56:20
1520,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-14-56-20,339,2023-11-24 14:56:20
1521,,172.30.64.1,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-11-24-14-56-20,432,2023-11-24 14:56:20
1522,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-56-20,0,2023-11-24 14:56:20
1523,,172.30.64.1,<=,1.23Kb,1.23Kb,1.23Kb,316B,2023-11-24-14-56-20,316,2023-11-24 14:56:20
1524,1,172.30.74.51,=>,157Kb,157Kb,157Kb,39.2KB,2023-11-24-14-59-31,39200,2023-11-24 14:59:31
1525,,s3-r-w.eu-central-1.amazonaws.com,<=,28.0Mb,28.0Mb,28.0Mb,7.01MB,2023-11-24-14-59-31,7010000,2023-11-24 14:59:31
1526,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-14-59-31,310,2023-11-24 14:59:31
1527,,l03236.mshome.net,<=,2.21Kb,2.21Kb,2.21Kb,567B,2023-11-24-14-59-31,567,2023-11-24 14:59:31
1528,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-31,0,2023-11-24 14:59:31
1529,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-59-31,77,2023-11-24 14:59:31
1530,1,172.30.74.51,=>,142Kb,142Kb,142Kb,35.6KB,2023-11-24-15-08-53,35600,2023-11-24 15:08:53
1531,,s3-r-w.eu-central-1.amazonaws.com,<=,23.0Mb,23.0Mb,23.0Mb,5.74MB,2023-11-24-15-08-53,5740000,2023-11-24 15:08:53
1532,2,172.30.74.51,=>,1.22Kb,1.22Kb,1.22Kb,312B,2023-11-24-15-08-53,312,2023-11-24 15:08:53
1533,,l03236.mshome.net,<=,1.68Kb,1.68Kb,1.68Kb,429B,2023-11-24-15-08-53,429,2023-11-24 15:08:53
1534,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-08-53,0,2023-11-24 15:08:53
1535,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-08-53,77,2023-11-24 15:08:53
1536,1,172.30.74.51,=>,110Kb,110Kb,110Kb,27.6KB,2023-11-24-15-07-00,27600,2023-11-24 15:07:00
1537,,s3-r-w.eu-central-1.amazonaws.com,<=,23.1Mb,23.1Mb,23.1Mb,5.77MB,2023-11-24-15-07-00,5770000,2023-11-24 15:07:00
1538,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-15-07-00,311,2023-11-24 15:07:00
1539,,l03236.mshome.net,<=,2.23Kb,2.23Kb,2.23Kb,571B,2023-11-24-15-07-00,571,2023-11-24 15:07:00
1540,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-07-00,0,2023-11-24 15:07:00
1541,,l03236.mshome.net,<=,932b,932b,932b,233B,2023-11-24-15-07-00,233,2023-11-24 15:07:00
1542,1,172.30.74.51,=>,115Kb,115Kb,115Kb,28.7KB,2023-11-24-15-06-47,28700,2023-11-24 15:06:47
1543,,s3-r-w.eu-central-1.amazonaws.com,<=,21.6Mb,21.6Mb,21.6Mb,5.40MB,2023-11-24-15-06-47,5400000,2023-11-24 15:06:47
1544,2,172.30.74.51,=>,976b,976b,976b,244B,2023-11-24-15-06-47,244,2023-11-24 15:06:47
1545,,l03236.mshome.net,<=,592b,592b,592b,148B,2023-11-24-15-06-47,148,2023-11-24 15:06:47
1546,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-47,0,2023-11-24 15:06:47
1547,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-06-47,77,2023-11-24 15:06:47
1548,1,172.30.74.51,=>,73.3Kb,73.3Kb,73.3Kb,18.3KB,2023-11-24-15-10-29,18300,2023-11-24 15:10:29
1549,,s3-w.eu-central-1.amazonaws.com,<=,8.49Mb,8.49Mb,8.49Mb,2.12MB,2023-11-24-15-10-29,2120000,2023-11-24 15:10:29
1550,2,172.30.74.51,=>,1.56Kb,1.56Kb,1.56Kb,400B,2023-11-24-15-10-29,400,2023-11-24 15:10:29
1551,,52.219.75.42,<=,2.77Kb,2.77Kb,2.77Kb,710B,2023-11-24-15-10-29,710,2023-11-24 15:10:29
1552,3,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-15-10-29,80,2023-11-24 15:10:29
1553,,52.219.46.86,<=,320b,320b,320b,80B,2023-11-24-15-10-29,80,2023-11-24 15:10:29
1554,4,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-15-10-29,0,2023-11-24 15:10:29
